"Step","Nov 27 15:58 Cnnlstm BALD MC-Dropout INIT20% AL - valid_auroc(epoch)","Nov 27 15:58 Cnnlstm BALD MC-Dropout INIT20% AL - valid_auroc(epoch)__MIN","Nov 27 15:58 Cnnlstm BALD MC-Dropout INIT20% AL - valid_auroc(epoch)__MAX","Nov 27 11:18 Cnnlstm MARGIN Single INIT20% AL - valid_auroc(epoch)","Nov 27 11:18 Cnnlstm MARGIN Single INIT20% AL - valid_auroc(epoch)__MIN","Nov 27 11:18 Cnnlstm MARGIN Single INIT20% AL - valid_auroc(epoch)__MAX","Nov 27 10:47 Cnnlstm LC Single INIT20% AL - valid_auroc(epoch)","Nov 27 10:47 Cnnlstm LC Single INIT20% AL - valid_auroc(epoch)__MIN","Nov 27 10:47 Cnnlstm LC Single INIT20% AL - valid_auroc(epoch)__MAX","Nov 27 01:19 Cnnlstm RANDOM Single INIT20% AL - valid_auroc(epoch)","Nov 27 01:19 Cnnlstm RANDOM Single INIT20% AL - valid_auroc(epoch)__MIN","Nov 27 01:19 Cnnlstm RANDOM Single INIT20% AL - valid_auroc(epoch)__MAX"
"36","0.8581764776453439","0.8581764776453439","0.8581764776453439","0.8555995858161913","0.8555995858161913","0.8555995858161913","0.8810575383620014","0.8810575383620014","0.8810575383620014","0.8511720556711114","0.8511720556711114","0.8511720556711114"
"37","0.8524759393814451","0.8524759393814451","0.8524759393814451","0.8578564751942698","0.8578564751942698","0.8578564751942698","0.8780386424241947","0.8780386424241947","0.8780386424241947","0.8494189403218902","0.8494189403218902","0.8494189403218902"
"38","0.8624182264966368","0.8624182264966368","0.8624182264966368","0.8644192405217205","0.8644192405217205","0.8644192405217205","0.8808304393904289","0.8808304393904289","0.8808304393904289","0.8436445144733891","0.8436445144733891","0.8436445144733891"
"39","0.8595649672039655","0.8595649672039655","0.8595649672039655","0.8667537190349051","0.8667537190349051","0.8667537190349051","0.8777967979060467","0.8777967979060467","0.8777967979060467","0.8514059646274966","0.8514059646274966","0.8514059646274966"
"40","0.8611546383452664","0.8611546383452664","0.8611546383452664","0.8506651910380304","0.8506651910380304","0.8506651910380304","0.8850209861048639","0.8850209861048639","0.8850209861048639","0.8138139779641395","0.8138139779641395","0.8138139779641395"
"41","0.8607261662824297","0.8607261662824297","0.8607261662824297","0.8502608139172979","0.8502608139172979","0.8502608139172979","0.8856099905020781","0.8856099905020781","0.8856099905020781","0.8626946679907593","0.8626946679907593","0.8626946679907593"
"42","0.8533007691118045","0.8533007691118045","0.8533007691118045","0.8654314880202588","0.8654314880202588","0.8654314880202588","0.8820767902243783","0.8820767902243783","0.8820767902243783","0.8602621780326108","0.8602621780326108","0.8602621780326108"
"43","0.8573150541525484","0.8573150541525484","0.8573150541525484","0.8683471814197601","0.8683471814197601","0.8683471814197601","0.8791993298860773","0.8791993298860773","0.8791993298860773","0.8610290698432106","0.8610290698432106","0.8610290698432106"
"44","0.860890342438167","0.860890342438167","0.860890342438167","0.862998301637886","0.862998301637886","0.862998301637886","0.8852641986292564","0.8852641986292564","0.8852641986292564","0.8592727087075881","0.8592727087075881","0.8592727087075881"
"45","0.8619354341613125","0.8619354341613125","0.8619354341613125","0.8500997730588903","0.8500997730588903","0.8500997730588903","0.8800287578649016","0.8800287578649016","0.8800287578649016","0.8555102071104682","0.8555102071104682","0.8555102071104682"
"46","0.8653687088743829","0.8653687088743829","0.8653687088743829","0.8723210265653517","0.8723210265653517","0.8723210265653517","0.892622626216698","0.892622626216698","0.892622626216698","0.856950181441622","0.856950181441622","0.856950181441622"
"47","0.8585559935966649","0.8585559935966649","0.8585559935966649","0.8639302291998602","0.8639302291998602","0.8639302291998602","0.8855391161842739","0.8855391161842739","0.8855391161842739","0.8556779831844509","0.8556779831844509","0.8556779831844509"
"48","0.8557077337868318","0.8557077337868318","0.8557077337868318","0.8638760009366009","0.8638760009366009","0.8638760009366009","0.8933883380672561","0.8933883380672561","0.8933883380672561","0.8510564974621354","0.8510564974621354","0.8510564974621354"
"49","0.8620951788474484","0.8620951788474484","0.8620951788474484","0.8668286891719131","0.8668286891719131","0.8668286891719131","0.887971499070268","0.887971499070268","0.887971499070268","0.8511180213081699","0.8511180213081699","0.8511180213081699"
"50","0.8563272948153248","0.8563272948153248","0.8563272948153248","0.8181854560080312","0.8181854560080312","0.8181854560080312","0.8803114099509082","0.8803114099509082","0.8803114099509082","0.842004884546517","0.842004884546517","0.842004884546517"
"51","0.8653832011405661","0.8653832011405661","0.8653832011405661","0.8662393157891447","0.8662393157891447","0.8662393157891447","0.8847651395051993","0.8847651395051993","0.8847651395051993","0.8639404290169321","0.8639404290169321","0.8639404290169321"
"52","0.8596188955949854","0.8596188955949854","0.8596188955949854","0.8621415384343303","0.8621415384343303","0.8621415384343303","0.8823701345846763","0.8823701345846763","0.8823701345846763","0.866553331967069","0.866553331967069","0.866553331967069"
"53","0.8602835993204639","0.8602835993204639","0.8602835993204639","0.8624974685642813","0.8624974685642813","0.8624974685642813","0.8858417364108052","0.8858417364108052","0.8858417364108052","0.8659900957120499","0.8659900957120499","0.8659900957120499"
"54","0.8606840704205037","0.8606840704205037","0.8606840704205037","0.8678194480023323","0.8678194480023323","0.8678194480023323","0.8846856763396124","0.8846856763396124","0.8846856763396124","0.8628050674500343","0.8628050674500343","0.8628050674500343"
"55","0.8660938444372612","0.8660938444372612","0.8660938444372612","0.8637429714467811","0.8637429714467811","0.8637429714467811","0.8820951716042367","0.8820951716042367","0.8820951716042367","0.8558178094255017","0.8558178094255017","0.8558178094255017"
"56","0.8632202756476738","0.8632202756476738","0.8632202756476738","0.8651496906976576","0.8651496906976576","0.8651496906976576","0.8882976750020216","0.8882976750020216","0.8882976750020216","0.854237178887144","0.854237178887144","0.854237178887144"
"57","0.8648093755031918","0.8648093755031918","0.8648093755031918","0.8600155410876309","0.8600155410876309","0.8600155410876309","0.8840231167829916","0.8840231167829916","0.8840231167829916","0.851760568638678","0.851760568638678","0.851760568638678"
"58","0.8574475230993062","0.8574475230993062","0.8574475230993062","0.8573900271649159","0.8573900271649159","0.8573900271649159","0.883408339679617","0.883408339679617","0.883408339679617","0.8528993833196107","0.8528993833196107","0.8528993833196107"
"59","0.8603689823113944","0.8603689823113944","0.8603689823113944","0.8628983531629557","0.8628983531629557","0.8628983531629557","0.8781325096153921","0.8781325096153921","0.8781325096153921","0.8603987167331328","0.8603987167331328","0.8603987167331328"
"60","0.8610566044028878","0.8610566044028878","0.8610566044028878","0.858844655831731","0.858844655831731","0.858844655831731","0.8673558892681034","0.8673558892681034","0.8673558892681034","0.8329369990884801","0.8329369990884801","0.8329369990884801"
"61","0.8689523110517231","0.8689523110517231","0.8689523110517231","0.8663054650593995","0.8663054650593995","0.8663054650593995","0.8815848150352421","0.8815848150352421","0.8815848150352421","0.8681528214518113","0.8681528214518113","0.8681528214518113"
"62","0.8636121423598917","0.8636121423598917","0.8636121423598917","0.8723430547076593","0.8723430547076593","0.8723430547076593","0.8847944301145955","0.8847944301145955","0.8847944301145955","0.8591361139804636","0.8591361139804636","0.8591361139804636"
"63","0.8638552849534192","0.8638552849534192","0.8638552849534192","0.8698197295837558","0.8698197295837558","0.8698197295837558","0.8836452959523992","0.8836452959523992","0.8836452959523992","0.8641791393476642","0.8641791393476642","0.8641791393476642"
"64","0.8630459674330059","0.8630459674330059","0.8630459674330059","0.8692960544330148","0.8692960544330148","0.8692960544330148","0.8752889226765772","0.8752889226765772","0.8752889226765772","0.8640827165793561","0.8640827165793561","0.8640827165793561"
"65","0.8663509882445338","0.8663509882445338","0.8663509882445338","0.8509222891665792","0.8509222891665792","0.8509222891665792","0.8469935192012952","0.8469935192012952","0.8469935192012952","0.8617036603368176","0.8617036603368176","0.8617036603368176"
"66","0.8653059172002235","0.8653059172002235","0.8653059172002235","0.8682175299450146","0.8682175299450146","0.8682175299450146","0.8772169346715873","0.8772169346715873","0.8772169346715873","0.8635181628492598","0.8635181628492598","0.8635181628492598"
"67","0.8673980910884224","0.8673980910884224","0.8673980910884224","0.877304475544117","0.877304475544117","0.877304475544117","0.8823030550804442","0.8823030550804442","0.8823030550804442","0.865147251830977","0.865147251830977","0.865147251830977"
"68","0.8690813480990479","0.8690813480990479","0.8690813480990479","0.8729950811970087","0.8729950811970087","0.8729950811970087","0.8753869432524817","0.8753869432524817","0.8753869432524817","0.8640845209401844","0.8640845209401844","0.8640845209401844"
"69","0.8674657110063206","0.8674657110063206","0.8674657110063206","0.8716735270027137","0.8716735270027137","0.8716735270027137","0.8738359643137584","0.8738359643137584","0.8738359643137584","0.8617039181440332","0.8617039181440332","0.8617039181440332"
"70","0.870506333444446","0.870506333444446","0.870506333444446","0.8639505253261349","0.8639505253261349","0.8639505253261349","0.8313064383599844","0.8313064383599844","0.8313064383599844","0.8319671825282793","0.8319671825282793","0.8319671825282793"
"71","0.8672652984325847","0.8672652984325847","0.8672652984325847","0.8813463389897852","0.8813463389897852","0.8813463389897852","0.8693970434318289","0.8693970434318289","0.8693970434318289","0.8706129276649938","0.8706129276649938","0.8706129276649938"
"72","0.8691466810915008","0.8691466810915008","0.8691466810915008","0.8776512671104387","0.8776512671104387","0.8776512671104387","0.8726906046584183","0.8726906046584183","0.8726906046584183","0.8702024644582674","0.8702024644582674","0.8702024644582674"
"73","0.8688867246444024","0.8688867246444024","0.8688867246444024","0.8751420825292815","0.8751420825292815","0.8751420825292815","0.8753184520515421","0.8753184520515421","0.8753184520515421","0.870302258118723","0.870302258118723","0.870302258118723"
"74","0.8696294753296345","0.8696294753296345","0.8696294753296345","0.8787308571205279","0.8787308571205279","0.8787308571205279","0.8734562157520896","0.8734562157520896","0.8734562157520896","0.8645388045588341","0.8645388045588341","0.8645388045588341"
"75","0.8733892991785847","0.8733892991785847","0.8733892991785847","0.8578766786680028","0.8578766786680028","0.8578766786680028","0.83423598956121","0.83423598956121","0.83423598956121","0.8628617470745406","0.8628617470745406","0.8628617470745406"
"76","0.8670941648011739","0.8670941648011739","0.8670941648011739","0.8798398318983627","0.8798398318983627","0.8798398318983627","0.8719701497077822","0.8719701497077822","0.8719701497077822","0.8611158042168658","0.8611158042168658","0.8611158042168658"
"77","0.8673595429779745","0.8673595429779745","0.8673595429779745","0.8828495558018749","0.8828495558018749","0.8828495558018749","0.8663436935991934","0.8663436935991934","0.8663436935991934","0.8637088235520111","0.8637088235520111","0.8637088235520111"
"78","0.8704800485763488","0.8704800485763488","0.8704800485763488","0.8791701261655774","0.8791701261655774","0.8791701261655774","0.8805290989315164","0.8805290989315164","0.8805290989315164","0.8599286382417871","0.8599286382417871","0.8599286382417871"
"79","0.8696527774590547","0.8696527774590547","0.8696527774590547","0.8823679945058901","0.8823679945058901","0.8823679945058901","0.8827145330973402","0.8827145330973402","0.8827145330973402","0.8625428733422648","0.8625428733422648","0.8625428733422648"
"80","0.8694765391818068","0.8694765391818068","0.8694765391818068","0.8715263217024432","0.8715263217024432","0.8715263217024432","0.857795657222224","0.857795657222224","0.857795657222224","0.8370052420275543","0.8370052420275543","0.8370052420275543"
"81","0.8749745667165293","0.8749745667165293","0.8749745667165293","0.8847136325362767","0.8847136325362767","0.8847136325362767","0.8704184889585301","0.8704184889585301","0.8704184889585301","0.8603417840880737","0.8603417840880737","0.8603417840880737"
"82","0.870047032234707","0.870047032234707","0.870047032234707","0.8845732176384189","0.8845732176384189","0.8845732176384189","0.8725618094223653","0.8725618094223653","0.8725618094223653","0.8635527551774634","0.8635527551774634","0.8635527551774634"
"83","0.8684984522604428","0.8684984522604428","0.8684984522604428","0.8847552533179117","0.8847552533179117","0.8847552533179117","0.8748107705419838","0.8748107705419838","0.8748107705419838","0.8673795185720309","0.8673795185720309","0.8673795185720309"
"84","0.8694794077311293","0.8694794077311293","0.8694794077311293","0.8781848481802016","0.8781848481802016","0.8781848481802016","0.8678208517412126","0.8678208517412126","0.8678208517412126","0.8631013209649043","0.8631013209649043","0.8631013209649043"
"85","0.8753241615407031","0.8753241615407031","0.8753241615407031","0.870287102282829","0.870287102282829","0.870287102282829","0.8506457814053402","0.8506457814053402","0.8506457814053402","0.8634289157860012","0.8634289157860012","0.8634289157860012"
"86","0.8751849343503557","0.8751849343503557","0.8751849343503557","0.8786473625704562","0.8786473625704562","0.8786473625704562","0.8756484449424508","0.8756484449424508","0.8756484449424508","0.861860402920129","0.861860402920129","0.861860402920129"
"87","0.8712711275144917","0.8712711275144917","0.8712711275144917","0.8816666180400099","0.8816666180400099","0.8816666180400099","0.8745941560149334","0.8745941560149334","0.8745941560149334","0.8640985804958167","0.8640985804958167","0.8640985804958167"
"88","0.8717838146916276","0.8717838146916276","0.8717838146916276","0.8829986509411505","0.8829986509411505","0.8829986509411505","0.8712217155002109","0.8712217155002109","0.8712217155002109","0.867155702556671","0.867155702556671","0.867155702556671"
"89","0.8725890361491788","0.8725890361491788","0.8725890361491788","0.8851206793035881","0.8851206793035881","0.8851206793035881","0.8752145349764198","0.8752145349764198","0.8752145349764198","0.8660729813510372","0.8660729813510372","0.8660729813510372"
"90","0.873269074188754","0.873269074188754","0.873269074188754","0.8821934968249371","0.8821934968249371","0.8821934968249371","0.8498861289443235","0.8498861289443235","0.8498861289443235","0.8318933125329835","0.8318933125329835","0.8318933125329835"
"91","0.8722044791413234","0.8722044791413234","0.8722044791413234","0.8866847091734492","0.8866847091734492","0.8866847091734492","0.8800372651218159","0.8800372651218159","0.8800372651218159","0.8661544413332843","0.8661544413332843","0.8661544413332843"
"92","0.867001052144123","0.867001052144123","0.867001052144123","0.88908275182814","0.88908275182814","0.88908275182814","0.8763025570951452","0.8763025570951452","0.8763025570951452","0.8772420050733728","0.8772420050733728","0.8772420050733728"
"93","0.8718139717209369","0.8718139717209369","0.8718139717209369","0.8870287711068968","0.8870287711068968","0.8870287711068968","0.8736197721720785","0.8736197721720785","0.8736197721720785","0.8736257403940116","0.8736257403940116","0.8736257403940116"
"94","0.8715277674757483","0.8715277674757483","0.8715277674757483","0.8846559858979074","0.8846559858979074","0.8846559858979074","0.879061010446632","0.879061010446632","0.879061010446632","0.8711897351522362","0.8711897351522362","0.8711897351522362"
"95","0.875106900013899","0.875106900013899","0.875106900013899","0.8806693584891003","0.8806693584891003","0.8806693584891003","0.8557026829544787","0.8557026829544787","0.8557026829544787","0.8698632195265664","0.8698632195265664","0.8698632195265664"
"96","0.8759839799713239","0.8759839799713239","0.8759839799713239","0.8868040256899262","0.8868040256899262","0.8868040256899262","0.8697365669075525","0.8697365669075525","0.8697365669075525","0.8707638436956455","0.8707638436956455","0.8707638436956455"
"97","0.8716719603491891","0.8716719603491891","0.8716719603491891","0.8888947370470405","0.8888947370470405","0.8888947370470405","0.8772178690898773","0.8772178690898773","0.8772178690898773","0.8727010746747924","0.8727010746747924","0.8727010746747924"
"98","0.8721346432437173","0.8721346432437173","0.8721346432437173","0.8855962952117754","0.8855962952117754","0.8855962952117754","0.8780459237201161","0.8780459237201161","0.8780459237201161","0.8698158722762962","0.8698158722762962","0.8698158722762962"
"99","0.8732549073868591","0.8732549073868591","0.8732549073868591","0.8800032567277031","0.8800032567277031","0.8800032567277031","0.873125040566738","0.873125040566738","0.873125040566738","0.8704445801554713","0.8704445801554713","0.8704445801554713"
