"Step","Nov 29 09:23 Bilstm BALD MC-Dropout INIT20% INC1500 AQ10 10 AL - valid_auroc(epoch)","Nov 29 09:23 Bilstm BALD MC-Dropout INIT20% INC1500 AQ10 10 AL - valid_auroc(epoch)__MIN","Nov 29 09:23 Bilstm BALD MC-Dropout INIT20% INC1500 AQ10 10 AL - valid_auroc(epoch)__MAX","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)__MIN","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)__MAX","Nov 27 14:29 Bilstm MARGIN Single INIT20% AL ACQ10 - valid_auroc(epoch)","Nov 27 14:29 Bilstm MARGIN Single INIT20% AL ACQ10 - valid_auroc(epoch)__MIN","Nov 27 14:29 Bilstm MARGIN Single INIT20% AL ACQ10 - valid_auroc(epoch)__MAX","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)__MIN","Nov 27 09:50 Bilstm MARGIN Single INIT20% AL ACQ5 - valid_auroc(epoch)__MAX"
"18","0.8658940954800151","0.8658940954800151","0.8658940954800151","0.8689920074755212","0.8689920074755212","0.8689920074755212","0.8318740287818155","0.8318740287818155","0.8318740287818155","0.8468383229728804","0.8468383229728804","0.8468383229728804"
"19","0.8631633080632098","0.8631633080632098","0.8631633080632098","0.8654269304017587","0.8654269304017587","0.8654269304017587","0.8475415848113727","0.8475415848113727","0.8475415848113727","0.8465845363057302","0.8465845363057302","0.8465845363057302"
"20","0.8650233885810611","0.8650233885810611","0.8650233885810611","0.8670904747343076","0.8670904747343076","0.8670904747343076","0.8397793694501953","0.8397793694501953","0.8397793694501953","0.8394724827456228","0.8394724827456228","0.8394724827456228"
"21","0.8734673226288527","0.8734673226288527","0.8734673226288527","0.8721722017859043","0.8721722017859043","0.8721722017859043","0.8510387350081694","0.8510387350081694","0.8510387350081694","0.8599645916764868","0.8599645916764868","0.8599645916764868"
"22","0.8720533895153393","0.8720533895153393","0.8720533895153393","0.8729732864610135","0.8729732864610135","0.8729732864610135","0.8487686440150376","0.8487686440150376","0.8487686440150376","0.8626204779710073","0.8626204779710073","0.8626204779710073"
"23","0.8683682437803965","0.8683682437803965","0.8683682437803965","0.8758234570923724","0.8758234570923724","0.8758234570923724","0.8472395955705596","0.8472395955705596","0.8472395955705596","0.8587673590391186","0.8587673590391186","0.8587673590391186"
"24","0.8659165165044801","0.8659165165044801","0.8659165165044801","0.8710834290854018","0.8710834290854018","0.8710834290854018","0.8428906076131534","0.8428906076131534","0.8428906076131534","0.8519668154916711","0.8519668154916711","0.8519668154916711"
"25","0.8678029319318806","0.8678029319318806","0.8678029319318806","0.8740518521844267","0.8740518521844267","0.8740518521844267","0.8450303737064138","0.8450303737064138","0.8450303737064138","0.8552545243761078","0.8552545243761078","0.8552545243761078"
"26","0.8686683129103039","0.8686683129103039","0.8686683129103039","0.8762990366915813","0.8762990366915813","0.8762990366915813","0.8444947395697976","0.8444947395697976","0.8444947395697976","0.856361414842266","0.856361414842266","0.856361414842266"
"27","0.8693717054364295","0.8693717054364295","0.8693717054364295","0.8746089392557931","0.8746089392557931","0.8746089392557931","0.8447350296204249","0.8447350296204249","0.8447350296204249","0.8520589971242444","0.8520589971242444","0.8520589971242444"
"28","0.8656884169112397","0.8656884169112397","0.8656884169112397","0.8747730647040548","0.8747730647040548","0.8747730647040548","0.8526885369440422","0.8526885369440422","0.8526885369440422","0.8563089115714199","0.8563089115714199","0.8563089115714199"
"29","0.8643385902878286","0.8643385902878286","0.8643385902878286","0.8750801225425694","0.8750801225425694","0.8750801225425694","0.8507939190424061","0.8507939190424061","0.8507939190424061","0.8568483920644194","0.8568483920644194","0.8568483920644194"
"30","0.8722749878827272","0.8722749878827272","0.8722749878827272","0.8697301277773754","0.8697301277773754","0.8697301277773754","0.8384016397656292","0.8384016397656292","0.8384016397656292","0.8464958252720688","0.8464958252720688","0.8464958252720688"
"31","0.877596625879848","0.877596625879848","0.877596625879848","0.8781389061177896","0.8781389061177896","0.8781389061177896","0.8493575926459221","0.8493575926459221","0.8493575926459221","0.8472175978108929","0.8472175978108929","0.8472175978108929"
"32","0.8788501682613115","0.8788501682613115","0.8788501682613115","0.8742036677544712","0.8742036677544712","0.8742036677544712","0.8264582889315291","0.8264582889315291","0.8264582889315291","0.857133199137706","0.857133199137706","0.857133199137706"
"33","0.8801105406689526","0.8801105406689526","0.8801105406689526","0.8726282110795722","0.8726282110795722","0.8726282110795722","0.848772496968382","0.848772496968382","0.848772496968382","0.8642953880269603","0.8642953880269603","0.8642953880269603"
"34","0.8767704895444853","0.8767704895444853","0.8767704895444853","0.8732812477917671","0.8732812477917671","0.8732812477917671","0.8507234744976957","0.8507234744976957","0.8507234744976957","0.8589136034837402","0.8589136034837402","0.8589136034837402"
"35","0.8751846524633037","0.8751846524633037","0.8751846524633037","0.8741024285850642","0.8741024285850642","0.8741024285850642","0.8376395043088244","0.8376395043088244","0.8376395043088244","0.8505598391190728","0.8505598391190728","0.8505598391190728"
"36","0.8738382130924083","0.8738382130924083","0.8738382130924083","0.8811516983191242","0.8811516983191242","0.8811516983191242","0.8322996636055796","0.8322996636055796","0.8322996636055796","0.8659625695573997","0.8659625695573997","0.8659625695573997"
"37","0.8699183486374383","0.8699183486374383","0.8699183486374383","0.8785140917766608","0.8785140917766608","0.8785140917766608","0.8486451325941755","0.8486451325941755","0.8486451325941755","0.8535694283308678","0.8535694283308678","0.8535694283308678"
"38","0.8672750725021587","0.8672750725021587","0.8672750725021587","0.8744230064268766","0.8744230064268766","0.8744230064268766","0.8451423364105439","0.8451423364105439","0.8451423364105439","0.8603050717708882","0.8603050717708882","0.8603050717708882"
"39","0.8723478661905086","0.8723478661905086","0.8723478661905086","0.8738049981574183","0.8738049981574183","0.8738049981574183","0.8481066605547328","0.8481066605547328","0.8481066605547328","0.8619406816207579","0.8619406816207579","0.8619406816207579"
"40","0.867246857598853","0.867246857598853","0.867246857598853","0.8785398650720165","0.8785398650720165","0.8785398650720165","0.8422241631618014","0.8422241631618014","0.8422241631618014","0.8569972906749738","0.8569972906749738","0.8569972906749738"
"41","0.8805417304304229","0.8805417304304229","0.8805417304304229","0.8823837775098232","0.8823837775098232","0.8823837775098232","0.8486516330619068","0.8486516330619068","0.8486516330619068","0.8656967726529158","0.8656967726529158","0.8656967726529158"
"42","0.874620426441013","0.874620426441013","0.874620426441013","0.88186119816455","0.88186119816455","0.88186119816455","0.8550297251802467","0.8550297251802467","0.8550297251802467","0.8683397737372395","0.8683397737372395","0.8683397737372395"
"43","0.8740673432962897","0.8740673432962897","0.8740673432962897","0.8819094001249606","0.8819094001249606","0.8819094001249606","0.8549627173076768","0.8549627173076768","0.8549627173076768","0.8699641030000507","0.8699641030000507","0.8699641030000507"
"44","0.8816410419533947","0.8816410419533947","0.8816410419533947","0.8763193846893663","0.8763193846893663","0.8763193846893663","0.8591847181504605","0.8591847181504605","0.8591847181504605","0.8607831960760851","0.8607831960760851","0.8607831960760851"
"45","0.8807591932911155","0.8807591932911155","0.8807591932911155","0.8816996392346854","0.8816996392346854","0.8816996392346854","0.8511729156259397","0.8511729156259397","0.8511729156259397","0.8589465327817513","0.8589465327817513","0.8589465327817513"
"46","0.8794082396692756","0.8794082396692756","0.8794082396692756","0.8890026133970746","0.8890026133970746","0.8890026133970746","0.852869355913147","0.852869355913147","0.852869355913147","0.8725011139653964","0.8725011139653964","0.8725011139653964"
"47","0.8737028482431038","0.8737028482431038","0.8737028482431038","0.8816203254514118","0.8816203254514118","0.8816203254514118","0.8528276727271099","0.8528276727271099","0.8528276727271099","0.8736424041990896","0.8736424041990896","0.8736424041990896"
"48","0.8704460240187116","0.8704460240187116","0.8704460240187116","0.8857127002567916","0.8857127002567916","0.8857127002567916","0.8587052497869858","0.8587052497869858","0.8587052497869858","0.8688308049596882","0.8688308049596882","0.8688308049596882"
"49","0.8792010344893249","0.8792010344893249","0.8792010344893249","0.8829020623488781","0.8829020623488781","0.8829020623488781","0.8555758703205569","0.8555758703205569","0.8555758703205569","0.8747475587249721","0.8747475587249721","0.8747475587249721"
"50","0.8736779733010224","0.8736779733010224","0.8736779733010224","0.8823244131751533","0.8823244131751533","0.8823244131751533","0.8595291394906864","0.8595291394906864","0.8595291394906864","0.866118259027219","0.866118259027219","0.866118259027219"
"51","0.8807392137617279","0.8807392137617279","0.8807392137617279","0.8858555985808515","0.8858555985808515","0.8858555985808515","0.8537799435607987","0.8537799435607987","0.8537799435607987","0.8747978341004026","0.8747978341004026","0.8747978341004026"
"52","0.8815937469828748","0.8815937469828748","0.8815937469828748","0.8821649476572819","0.8821649476572819","0.8821649476572819","0.8581262272910215","0.8581262272910215","0.8581262272910215","0.8760593084397147","0.8760593084397147","0.8760593084397147"
"53","0.8818479007643397","0.8818479007643397","0.8818479007643397","0.8842587074884315","0.8842587074884315","0.8842587074884315","0.8608974831943818","0.8608974831943818","0.8608974831943818","0.8729885398412459","0.8729885398412459","0.8729885398412459"
"54","0.8811548129715926","0.8811548129715926","0.8811548129715926","0.8839276398525571","0.8839276398525571","0.8839276398525571","0.8549500987157272","0.8549500987157272","0.8549500987157272","0.8751104593443714","0.8751104593443714","0.8751104593443714"
"55","0.8757860060362329","0.8757860060362329","0.8757860060362329","0.8872731004135316","0.8872731004135316","0.8872731004135316","0.8655547990377587","0.8655547990377587","0.8655547990377587","0.8722470370283636","0.8722470370283636","0.8722470370283636"
"56","0.8807816663820659","0.8807816663820659","0.8807816663820659","0.8865641327856828","0.8865641327856828","0.8865641327856828","0.8632726180069671","0.8632726180069671","0.8632726180069671","0.8817062517282341","0.8817062517282341","0.8817062517282341"
"57","0.8820893478477966","0.8820893478477966","0.8820893478477966","0.8850971797734015","0.8850971797734015","0.8850971797734015","0.8614071988153583","0.8614071988153583","0.8614071988153583","0.8826309791191349","0.8826309791191349","0.8826309791191349"
"58","0.8807326750648548","0.8807326750648548","0.8807326750648548","0.8849644455098522","0.8849644455098522","0.8849644455098522","0.8606508163477838","0.8606508163477838","0.8606508163477838","0.8785585039724185","0.8785585039724185","0.8785585039724185"
"59","0.8775500739532177","0.8775500739532177","0.8775500739532177","0.8868737198141624","0.8868737198141624","0.8868737198141624","0.8627209085903061","0.8627209085903061","0.8627209085903061","0.8800267285512895","0.8800267285512895","0.8800267285512895"
"60","0.8759923466693419","0.8759923466693419","0.8759923466693419","0.8924803196931466","0.8924803196931466","0.8924803196931466","0.8556708190480825","0.8556708190480825","0.8556708190480825","0.8814413546177087","0.8814413546177087","0.8814413546177087"
"61","0.8892549787484185","0.8892549787484185","0.8892549787484185","0.8919529732861354","0.8919529732861354","0.8919529732861354","0.8612504172414983","0.8612504172414983","0.8612504172414983","0.8903471314748321","0.8903471314748321","0.8903471314748321"
"62","0.8875512700884224","0.8875512700884224","0.8875512700884224","0.8926545554258771","0.8926545554258771","0.8926545554258771","0.8629563044731517","0.8629563044731517","0.8629563044731517","0.8919819110314231","0.8919819110314231","0.8919819110314231"
"63","0.8889937050606728","0.8889937050606728","0.8889937050606728","0.8843230810068938","0.8843230810068938","0.8843230810068938","0.8579056539054863","0.8579056539054863","0.8579056539054863","0.8885515037122208","0.8885515037122208","0.8885515037122208"
"64","0.8858620230028076","0.8858620230028076","0.8858620230028076","0.88887012552488","0.88887012552488","0.88887012552488","0.8571080193294424","0.8571080193294424","0.8571080193294424","0.8868609892279594","0.8868609892279594","0.8868609892279594"
"65","0.8865250948762058","0.8865250948762058","0.8865250948762058","0.8867217282566666","0.8867217282566666","0.8867217282566666","0.8590183740869667","0.8590183740869667","0.8590183740869667","0.8842603639640473","0.8842603639640473","0.8842603639640473"
"66","0.8857525804978543","0.8857525804978543","0.8857525804978543","0.8896692253923169","0.8896692253923169","0.8896692253923169","0.8557789652189932","0.8557789652189932","0.8557789652189932","0.8915629416444656","0.8915629416444656","0.8915629416444656"
"67","0.8842274832180927","0.8842274832180927","0.8842274832180927","0.8945424652384454","0.8945424652384454","0.8945424652384454","0.8522692501496928","0.8522692501496928","0.8522692501496928","0.8916550112549283","0.8916550112549283","0.8916550112549283"
"68","0.884698702863037","0.884698702863037","0.884698702863037","0.8905152655827147","0.8905152655827147","0.8905152655827147","0.8552853593166271","0.8552853593166271","0.8552853593166271","0.8930253821267065","0.8930253821267065","0.8930253821267065"
"69","0.879625647888965","0.879625647888965","0.879625647888965","0.8874702699020062","0.8874702699020062","0.8874702699020062","0.8583310639729834","0.8583310639729834","0.8583310639729834","0.8957678716910945","0.8957678716910945","0.8957678716910945"
"70","0.8878837299483383","0.8878837299483383","0.8878837299483383","0.8866820184030049","0.8866820184030049","0.8866820184030049","0.8479656630681287","0.8479656630681287","0.8479656630681287","0.891148053321646","0.891148053321646","0.891148053321646"
"71","0.891984654852959","0.891984654852959","0.891984654852959","0.8952804048081547","0.8952804048081547","0.8952804048081547","0.8659977185482989","0.8659977185482989","0.8659977185482989","0.8981121143924438","0.8981121143924438","0.8981121143924438"
"72","0.8896672540481663","0.8896672540481663","0.8896672540481663","0.896063556461177","0.896063556461177","0.896063556461177","0.863974569183687","0.863974569183687","0.863974569183687","0.8952663080087736","0.8952663080087736","0.8952663080087736"
"73","0.8915411967735615","0.8915411967735615","0.8915411967735615","0.8903340985848663","0.8903340985848663","0.8903340985848663","0.8632502920344862","0.8632502920344862","0.8632502920344862","0.8960541792938531","0.8960541792938531","0.8960541792938531"
"74","0.8870696832271291","0.8870696832271291","0.8870696832271291","0.8856589087460512","0.8856589087460512","0.8856589087460512","0.8665782038505802","0.8665782038505802","0.8665782038505802","0.8951602530979104","0.8951602530979104","0.8951602530979104"
"75","0.8830802341569927","0.8830802341569927","0.8830802341569927","0.8899005337540421","0.8899005337540421","0.8899005337540421","0.8661845164390823","0.8661845164390823","0.8661845164390823","0.8928664748414912","0.8928664748414912","0.8928664748414912"
"76","0.8837094575230445","0.8837094575230445","0.8837094575230445","0.8964301489497455","0.8964301489497455","0.8964301489497455","0.8686744063732417","0.8686744063732417","0.8686744063732417","0.8940801492542735","0.8940801492542735","0.8940801492542735"
"77","0.8836062615276564","0.8836062615276564","0.8836062615276564","0.8937293573919748","0.8937293573919748","0.8937293573919748","0.868839600811749","0.868839600811749","0.868839600811749","0.893113554015029","0.893113554015029","0.893113554015029"
"78","0.8833198231350615","0.8833198231350615","0.8833198231350615","0.8929217738950355","0.8929217738950355","0.8929217738950355","0.870199869325448","0.870199869325448","0.870199869325448","0.8915965435698952","0.8915965435698952","0.8915965435698952"
"79","0.8835965014272795","0.8835965014272795","0.8835965014272795","0.8930637732426674","0.8930637732426674","0.8930637732426674","0.8731106092602537","0.8731106092602537","0.8731106092602537","0.8937215042491523","0.8937215042491523","0.8937215042491523"
"80","0.8787368697651039","0.8787368697651039","0.8787368697651039","0.8899573142504892","0.8899573142504892","0.8899573142504892","0.8496995788157583","0.8496995788157583","0.8496995788157583","0.8949453141605836","0.8949453141605836","0.8949453141605836"
"81","0.8883042518806773","0.8883042518806773","0.8883042518806773","0.8939416610433045","0.8939416610433045","0.8939416610433045","0.8671696703977781","0.8671696703977781","0.8671696703977781","0.8965946441492431","0.8965946441492431","0.8965946441492431"
"82","0.887896361748311","0.887896361748311","0.887896361748311","0.8943257624129232","0.8943257624129232","0.8943257624129232","0.8712652170148076","0.8712652170148076","0.8712652170148076","0.8951550172733901","0.8951550172733901","0.8951550172733901"
"83","0.8862777144316398","0.8862777144316398","0.8862777144316398","0.8948221265196903","0.8948221265196903","0.8948221265196903","0.8722363893157703","0.8722363893157703","0.8722363893157703","0.8974141152547578","0.8974141152547578","0.8974141152547578"
"84","0.8895183012555247","0.8895183012555247","0.8895183012555247","0.892561488296277","0.892561488296277","0.892561488296277","0.8704467303917496","0.8704467303917496","0.8704467303917496","0.8953843938778809","0.8953843938778809","0.8953843938778809"
"85","0.8851232252140845","0.8851232252140845","0.8851232252140845","0.8893354786687689","0.8893354786687689","0.8893354786687689","0.8708941731121113","0.8708941731121113","0.8708941731121113","0.8984993885678524","0.8984993885678524","0.8984993885678524"
"86","0.8864875712819922","0.8864875712819922","0.8864875712819922","0.8953366482704276","0.8953366482704276","0.8953366482704276","0.8697790764185044","0.8697790764185044","0.8697790764185044","0.8980766278778368","0.8980766278778368","0.8980766278778368"
"87","0.885178088331466","0.885178088331466","0.885178088331466","0.8934860460369108","0.8934860460369108","0.8934860460369108","0.8700721943095718","0.8700721943095718","0.8700721943095718","0.8968466944268713","0.8968466944268713","0.8968466944268713"
"88","0.8857090630101593","0.8857090630101593","0.8857090630101593","0.8933147083750793","0.8933147083750793","0.8933147083750793","0.8662378418911308","0.8662378418911308","0.8662378418911308","0.8998730677266408","0.8998730677266408","0.8998730677266408"
"89","0.8880777522834795","0.8880777522834795","0.8880777522834795","0.8925993396331194","0.8925993396331194","0.8925993396331194","0.8682793760951394","0.8682793760951394","0.8682793760951394","0.8972330079288181","0.8972330079288181","0.8972330079288181"
"90","0.8886428676592489","0.8886428676592489","0.8886428676592489","0.8921045467858559","0.8921045467858559","0.8921045467858559","0.8557656974682462","0.8557656974682462","0.8557656974682462","0.8966522027632692","0.8966522027632692","0.8966522027632692"
"91","0.8951398066113091","0.8951398066113091","0.8951398066113091","0.8924691136481079","0.8924691136481079","0.8924691136481079","0.8741064798100622","0.8741064798100622","0.8741064798100622","0.9015091617001688","0.9015091617001688","0.9015091617001688"
"92","0.8927945312029343","0.8927945312029343","0.8927945312029343","0.8934218651826575","0.8934218651826575","0.8934218651826575","0.8714541181475575","0.8714541181475575","0.8714541181475575","0.9036888500351546","0.9036888500351546","0.9036888500351546"
"93","0.8921604577628518","0.8921604577628518","0.8921604577628518","0.8972500324400426","0.8972500324400426","0.8972500324400426","0.8708237244998028","0.8708237244998028","0.8708237244998028","0.9049911035736514","0.9049911035736514","0.9049911035736514"
"94","0.8923149241402134","0.8923149241402134","0.8923149241402134","0.894853933560169","0.894853933560169","0.894853933560169","0.8696175297972663","0.8696175297972663","0.8696175297972663","0.9022676018996134","0.9022676018996134","0.9022676018996134"
"95","0.8868476671015922","0.8868476671015922","0.8868476671015922","0.8920174337506951","0.8920174337506951","0.8920174337506951","0.8725892408624816","0.8725892408624816","0.8725892408624816","0.9032783009104476","0.9032783009104476","0.9032783009104476"
"96","0.8875473349023139","0.8875473349023139","0.8875473349023139","0.8985825035544431","0.8985825035544431","0.8985825035544431","0.8729294108998378","0.8729294108998378","0.8729294108998378","0.9027720240447653","0.9027720240447653","0.9027720240447653"
"97","0.8878282590739602","0.8878282590739602","0.8878282590739602","0.8991786113100472","0.8991786113100472","0.8991786113100472","0.8720822794238923","0.8720822794238923","0.8720822794238923","0.9021443269450069","0.9021443269450069","0.9021443269450069"
"98","0.8835450868787477","0.8835450868787477","0.8835450868787477","0.8958052118568244","0.8958052118568244","0.8958052118568244","0.8721957395520503","0.8721957395520503","0.8721957395520503","0.8988925552838328","0.8988925552838328","0.8988925552838328"
"99","0.8826740688981128","0.8826740688981128","0.8826740688981128","0.8956698798360846","0.8956698798360846","0.8956698798360846","0.8672236055689287","0.8672236055689287","0.8672236055689287","0.9014971794744909","0.9014971794744909","0.9014971794744909"
