"Step","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)__MIN","Nov 27 22:56 Bilstm BALD MC-Dropout INIT20% AL INC1500 ACQ5 - valid_auroc(epoch)__MAX","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)__MIN","Nov 27 12:52 Bilstm BALD MC-Dropout INIT20% AL INC500 ACQ5 - valid_auroc(epoch)__MAX","Nov 26 20:49 Bilstm BALD MC-Dropout INIT20% AL INC300 - valid_auroc(epoch)","Nov 26 20:49 Bilstm BALD MC-Dropout INIT20% AL INC300 - valid_auroc(epoch)__MIN","Nov 26 20:49 Bilstm BALD MC-Dropout INIT20% AL INC300 - valid_auroc(epoch)__MAX"
"13","0.8668330986188102","0.8668330986188102","0.8668330986188102","0.853321379889528","0.853321379889528","0.853321379889528","0.8638461105875219","0.8638461105875219","0.8638461105875219"
"14","0.8622103099976762","0.8622103099976762","0.8622103099976762","0.8526260780075724","0.8526260780075724","0.8526260780075724","0.8508378256946734","0.8508378256946734","0.8508378256946734"
"15","0.866631074728367","0.866631074728367","0.866631074728367","0.8526578554885379","0.8526578554885379","0.8526578554885379","0.8591191151385713","0.8591191151385713","0.8591191151385713"
"16","0.8640030584481662","0.8640030584481662","0.8640030584481662","0.8584049944497559","0.8584049944497559","0.8584049944497559","0.8629990097650876","0.8629990097650876","0.8629990097650876"
"17","0.8732406605743","0.8732406605743","0.8732406605743","0.8509429439070759","0.8509429439070759","0.8509429439070759","0.868255645821927","0.868255645821927","0.868255645821927"
"18","0.8689920074755212","0.8689920074755212","0.8689920074755212","0.8620464447390129","0.8620464447390129","0.8620464447390129","0.8707670962964623","0.8707670962964623","0.8707670962964623"
"19","0.8654269304017587","0.8654269304017587","0.8654269304017587","0.8604687238409204","0.8604687238409204","0.8604687238409204","0.8643075998770637","0.8643075998770637","0.8643075998770637"
"20","0.8670904747343076","0.8670904747343076","0.8670904747343076","0.8630176483123545","0.8630176483123545","0.8630176483123545","0.8645335360740803","0.8645335360740803","0.8645335360740803"
"21","0.8721722017859043","0.8721722017859043","0.8721722017859043","0.8597655352948724","0.8597655352948724","0.8597655352948724","0.8669990538475357","0.8669990538475357","0.8669990538475357"
"22","0.8729732864610135","0.8729732864610135","0.8729732864610135","0.8625530723476661","0.8625530723476661","0.8625530723476661","0.8701000961836192","0.8701000961836192","0.8701000961836192"
"23","0.8758234570923724","0.8758234570923724","0.8758234570923724","0.8587703504262677","0.8587703504262677","0.8587703504262677","0.8716239036455166","0.8716239036455166","0.8716239036455166"
"24","0.8710834290854018","0.8710834290854018","0.8710834290854018","0.8617022587748114","0.8617022587748114","0.8617022587748114","0.8688842674673923","0.8688842674673923","0.8688842674673923"
"25","0.8740518521844267","0.8740518521844267","0.8740518521844267","0.8597169654114998","0.8597169654114998","0.8597169654114998","0.8695839704950177","0.8695839704950177","0.8695839704950177"
"26","0.8762990366915813","0.8762990366915813","0.8762990366915813","0.86313144387099","0.86313144387099","0.86313144387099","0.8665522913299308","0.8665522913299308","0.8665522913299308"
"27","0.8746089392557931","0.8746089392557931","0.8746089392557931","0.8626391943351317","0.8626391943351317","0.8626391943351317","0.8637159061029775","0.8637159061029775","0.8637159061029775"
"28","0.8747730647040548","0.8747730647040548","0.8747730647040548","0.8597576402190121","0.8597576402190121","0.8597576402190121","0.8684316358768506","0.8684316358768506","0.8684316358768506"
"29","0.8750801225425694","0.8750801225425694","0.8750801225425694","0.8621125439599348","0.8621125439599348","0.8621125439599348","0.869444291009224","0.869444291009224","0.869444291009224"
"30","0.8697301277773754","0.8697301277773754","0.8697301277773754","0.8642288996767497","0.8642288996767497","0.8642288996767497","0.863339231683082","0.863339231683082","0.863339231683082"
"31","0.8781389061177896","0.8781389061177896","0.8781389061177896","0.8701841383279776","0.8701841383279776","0.8701841383279776","0.8679119415095297","0.8679119415095297","0.8679119415095297"
"32","0.8742036677544712","0.8742036677544712","0.8742036677544712","0.863142902001295","0.863142902001295","0.863142902001295","0.8653155606994876","0.8653155606994876","0.8653155606994876"
"33","0.8726282110795722","0.8726282110795722","0.8726282110795722","0.8655491452109043","0.8655491452109043","0.8655491452109043","0.8684214192764301","0.8684214192764301","0.8684214192764301"
"34","0.8732812477917671","0.8732812477917671","0.8732812477917671","0.8641148223320188","0.8641148223320188","0.8641148223320188","0.8628844601989526","0.8628844601989526","0.8628844601989526"
"35","0.8741024285850642","0.8741024285850642","0.8741024285850642","0.8659359280183967","0.8659359280183967","0.8659359280183967","0.8708599273652258","0.8708599273652258","0.8708599273652258"
"36","0.8811516983191242","0.8811516983191242","0.8811516983191242","0.8673639496067214","0.8673639496067214","0.8673639496067214","0.8701726004749788","0.8701726004749788","0.8701726004749788"
"37","0.8785140917766608","0.8785140917766608","0.8785140917766608","0.8687655518583347","0.8687655518583347","0.8687655518583347","0.8731238473191462","0.8731238473191462","0.8731238473191462"
"38","0.8744230064268766","0.8744230064268766","0.8744230064268766","0.866794180670465","0.866794180670465","0.866794180670465","0.8727281140535087","0.8727281140535087","0.8727281140535087"
"39","0.8738049981574183","0.8738049981574183","0.8738049981574183","0.8673771970130391","0.8673771970130391","0.8673771970130391","0.8707157568263969","0.8707157568263969","0.8707157568263969"
"40","0.8785398650720165","0.8785398650720165","0.8785398650720165","0.8682517960573986","0.8682517960573986","0.8682517960573986","0.8676782190888234","0.8676782190888234","0.8676782190888234"
"41","0.8823837775098232","0.8823837775098232","0.8823837775098232","0.8768876106520285","0.8768876106520285","0.8768876106520285","0.8706149297215062","0.8706149297215062","0.8706149297215062"
"42","0.88186119816455","0.88186119816455","0.88186119816455","0.8737876556052845","0.8737876556052845","0.8737876556052845","0.8715800359843008","0.8715800359843008","0.8715800359843008"
"43","0.8819094001249606","0.8819094001249606","0.8819094001249606","0.8731299410523592","0.8731299410523592","0.8731299410523592","0.8729848093678306","0.8729848093678306","0.8729848093678306"
"44","0.8763193846893663","0.8763193846893663","0.8763193846893663","0.872565410520408","0.872565410520408","0.872565410520408","0.8724410828507506","0.8724410828507506","0.8724410828507506"
"45","0.8816996392346854","0.8816996392346854","0.8816996392346854","0.8718802133322456","0.8718802133322456","0.8718802133322456","0.8738921166005006","0.8738921166005006","0.8738921166005006"
"46","0.8890026133970746","0.8890026133970746","0.8890026133970746","0.8724550815808252","0.8724550815808252","0.8724550815808252","0.8720154471254181","0.8720154471254181","0.8720154471254181"
"47","0.8816203254514118","0.8816203254514118","0.8816203254514118","0.874218851127121","0.874218851127121","0.874218851127121","0.8733633257966148","0.8733633257966148","0.8733633257966148"
"48","0.8857127002567916","0.8857127002567916","0.8857127002567916","0.8734788474922159","0.8734788474922159","0.8734788474922159","0.8704097420427058","0.8704097420427058","0.8704097420427058"
"49","0.8829020623488781","0.8829020623488781","0.8829020623488781","0.8699131691970629","0.8699131691970629","0.8699131691970629","0.871718359337303","0.871718359337303","0.871718359337303"
"50","0.8823244131751533","0.8823244131751533","0.8823244131751533","0.874239345552351","0.874239345552351","0.874239345552351","0.87123345519079","0.87123345519079","0.87123345519079"
"51","0.8858555985808515","0.8858555985808515","0.8858555985808515","0.8733447644983627","0.8733447644983627","0.8733447644983627","0.8726014017195128","0.8726014017195128","0.8726014017195128"
"52","0.8821649476572819","0.8821649476572819","0.8821649476572819","0.8763453864209421","0.8763453864209421","0.8763453864209421","0.8729397031082025","0.8729397031082025","0.8729397031082025"
"53","0.8842587074884315","0.8842587074884315","0.8842587074884315","0.8754743791243828","0.8754743791243828","0.8754743791243828","0.8680755451325629","0.8680755451325629","0.8680755451325629"
"54","0.8839276398525571","0.8839276398525571","0.8839276398525571","0.8695143982382408","0.8695143982382408","0.8695143982382408","0.8682074537292789","0.8682074537292789","0.8682074537292789"
"55","0.8872731004135316","0.8872731004135316","0.8872731004135316","0.8706100453735068","0.8706100453735068","0.8706100453735068","0.8751162258155989","0.8751162258155989","0.8751162258155989"
"56","0.8865641327856828","0.8865641327856828","0.8865641327856828","0.8724990325604328","0.8724990325604328","0.8724990325604328","0.8730754307194134","0.8730754307194134","0.8730754307194134"
"57","0.8850971797734015","0.8850971797734015","0.8850971797734015","0.869896274700357","0.869896274700357","0.869896274700357","0.8712035609126901","0.8712035609126901","0.8712035609126901"
"58","0.8849644455098522","0.8849644455098522","0.8849644455098522","0.8697850187881532","0.8697850187881532","0.8697850187881532","0.8757601096656568","0.8757601096656568","0.8757601096656568"
"59","0.8868737198141624","0.8868737198141624","0.8868737198141624","0.8682603227280846","0.8682603227280846","0.8682603227280846","0.8732148467591566","0.8732148467591566","0.8732148467591566"
"60","0.8924803196931466","0.8924803196931466","0.8924803196931466","0.871490773018596","0.871490773018596","0.871490773018596","0.8729011804543285","0.8729011804543285","0.8729011804543285"
"61","0.8919529732861354","0.8919529732861354","0.8919529732861354","0.8716622999856599","0.8716622999856599","0.8716622999856599","0.8749129103745599","0.8749129103745599","0.8749129103745599"
"62","0.8926545554258771","0.8926545554258771","0.8926545554258771","0.8705948226508284","0.8705948226508284","0.8705948226508284","0.8751047816178749","0.8751047816178749","0.8751047816178749"
"63","0.8843230810068938","0.8843230810068938","0.8843230810068938","0.8721983679756827","0.8721983679756827","0.8721983679756827","0.8707086342575948","0.8707086342575948","0.8707086342575948"
"64","0.88887012552488","0.88887012552488","0.88887012552488","0.8707624257550499","0.8707624257550499","0.8707624257550499","0.8728006185653738","0.8728006185653738","0.8728006185653738"
"65","0.8867217282566666","0.8867217282566666","0.8867217282566666","0.874888490874961","0.874888490874961","0.874888490874961","0.8731164345079212","0.8731164345079212","0.8731164345079212"
"66","0.8896692253923169","0.8896692253923169","0.8896692253923169","0.874641453477247","0.874641453477247","0.874641453477247","0.8747185466256027","0.8747185466256027","0.8747185466256027"
"67","0.8945424652384454","0.8945424652384454","0.8945424652384454","0.8716426789768343","0.8716426789768343","0.8716426789768343","0.8724392175891141","0.8724392175891141","0.8724392175891141"
"68","0.8905152655827147","0.8905152655827147","0.8905152655827147","0.8679764508131762","0.8679764508131762","0.8679764508131762","0.874015285569894","0.874015285569894","0.874015285569894"
"69","0.8874702699020062","0.8874702699020062","0.8874702699020062","0.8706233603214213","0.8706233603214213","0.8706233603214213","0.8725714330846773","0.8725714330846773","0.8725714330846773"
"70","0.8866820184030049","0.8866820184030049","0.8866820184030049","0.8647821128869343","0.8647821128869343","0.8647821128869343","0.8704885641266963","0.8704885641266963","0.8704885641266963"
"71","0.8952804048081547","0.8952804048081547","0.8952804048081547","0.8720945684300808","0.8720945684300808","0.8720945684300808","0.8731186107116926","0.8731186107116926","0.8731186107116926"
"72","0.896063556461177","0.896063556461177","0.896063556461177","0.8776917914921954","0.8776917914921954","0.8776917914921954","0.8731205704937463","0.8731205704937463","0.8731205704937463"
"73","0.8903340985848663","0.8903340985848663","0.8903340985848663","0.8720351352565588","0.8720351352565588","0.8720351352565588","0.8745783594807053","0.8745783594807053","0.8745783594807053"
"74","0.8856589087460512","0.8856589087460512","0.8856589087460512","0.8730312217432266","0.8730312217432266","0.8730312217432266","0.8724347491495724","0.8724347491495724","0.8724347491495724"
"75","0.8899005337540421","0.8899005337540421","0.8899005337540421","0.8754964319086499","0.8754964319086499","0.8754964319086499","0.8735220815298926","0.8735220815298926","0.8735220815298926"
"76","0.8964301489497455","0.8964301489497455","0.8964301489497455","0.8770550638615454","0.8770550638615454","0.8770550638615454","0.8736120724012914","0.8736120724012914","0.8736120724012914"
"77","0.8937293573919748","0.8937293573919748","0.8937293573919748","0.8753762766141123","0.8753762766141123","0.8753762766141123","0.8775049505861502","0.8775049505861502","0.8775049505861502"
"78","0.8929217738950355","0.8929217738950355","0.8929217738950355","0.8752299370192675","0.8752299370192675","0.8752299370192675","0.87704737518981","0.87704737518981","0.87704737518981"
"79","0.8930637732426674","0.8930637732426674","0.8930637732426674","0.8761170316509336","0.8761170316509336","0.8761170316509336","0.8781611696924894","0.8781611696924894","0.8781611696924894"
"80","0.8899573142504892","0.8899573142504892","0.8899573142504892","0.8733238834797797","0.8733238834797797","0.8733238834797797","0.8777893435843641","0.8777893435843641","0.8777893435843641"
"81","0.8939416610433045","0.8939416610433045","0.8939416610433045","0.8752689437709531","0.8752689437709531","0.8752689437709531","0.8778970451401719","0.8778970451401719","0.8778970451401719"
"82","0.8943257624129232","0.8943257624129232","0.8943257624129232","0.8776804751518439","0.8776804751518439","0.8776804751518439","0.8766961652942555","0.8766961652942555","0.8766961652942555"
"83","0.8948221265196903","0.8948221265196903","0.8948221265196903","0.879850852629688","0.879850852629688","0.879850852629688","0.8778087022166455","0.8778087022166455","0.8778087022166455"
"84","0.892561488296277","0.892561488296277","0.892561488296277","0.8737077184357934","0.8737077184357934","0.8737077184357934","0.8787716396143829","0.8787716396143829","0.8787716396143829"
"85","0.8893354786687689","0.8893354786687689","0.8893354786687689","0.8742808549672215","0.8742808549672215","0.8742808549672215","0.8793205661469136","0.8793205661469136","0.8793205661469136"
"86","0.8953366482704276","0.8953366482704276","0.8953366482704276","0.8759114944108338","0.8759114944108338","0.8759114944108338","0.8820348480957202","0.8820348480957202","0.8820348480957202"
"87","0.8934860460369108","0.8934860460369108","0.8934860460369108","0.8776048071437157","0.8776048071437157","0.8776048071437157","0.8797849437002819","0.8797849437002819","0.8797849437002819"
"88","0.8933147083750793","0.8933147083750793","0.8933147083750793","0.8795330071525339","0.8795330071525339","0.8795330071525339","0.8831939443817037","0.8831939443817037","0.8831939443817037"
"89","0.8925993396331194","0.8925993396331194","0.8925993396331194","0.8743492383878052","0.8743492383878052","0.8743492383878052","0.8853495543399769","0.8853495543399769","0.8853495543399769"
"90","0.8921045467858559","0.8921045467858559","0.8921045467858559","0.8750036688602792","0.8750036688602792","0.8750036688602792","0.881429558305158","0.881429558305158","0.881429558305158"
"91","0.8924691136481079","0.8924691136481079","0.8924691136481079","0.8814737628844203","0.8814737628844203","0.8814737628844203","0.8835948974999087","0.8835948974999087","0.8835948974999087"
"92","0.8934218651826575","0.8934218651826575","0.8934218651826575","0.8798720438999306","0.8798720438999306","0.8798720438999306","0.8820533489581748","0.8820533489581748","0.8820533489581748"
"93","0.8972500324400426","0.8972500324400426","0.8972500324400426","0.8785807054133064","0.8785807054133064","0.8785807054133064","0.885645742271692","0.885645742271692","0.885645742271692"
"94","0.894853933560169","0.894853933560169","0.894853933560169","0.8822309713190538","0.8822309713190538","0.8822309713190538","0.8847699688888414","0.8847699688888414","0.8847699688888414"
"95","0.8920174337506951","0.8920174337506951","0.8920174337506951","0.8747927030232924","0.8747927030232924","0.8747927030232924","0.8836941061567675","0.8836941061567675","0.8836941061567675"
"96","0.8985825035544431","0.8985825035544431","0.8985825035544431","0.8812113886657461","0.8812113886657461","0.8812113886657461","0.8828695553019957","0.8828695553019957","0.8828695553019957"
"97","0.8991786113100472","0.8991786113100472","0.8991786113100472","0.8811915637210666","0.8811915637210666","0.8811915637210666","0.8822018632535612","0.8822018632535612","0.8822018632535612"
"98","0.8958052118568244","0.8958052118568244","0.8958052118568244","0.8798793910413202","0.8798793910413202","0.8798793910413202","0.8856162597668615","0.8856162597668615","0.8856162597668615"
"99","0.8956698798360846","0.8956698798360846","0.8956698798360846","0.8807419036375146","0.8807419036375146","0.8807419036375146","0.8901689744824557","0.8901689744824557","0.8901689744824557"
