"Step","init_pct: 1 - train_loss(epoch)","init_pct: 1 - train_loss(epoch)__MIN","init_pct: 1 - train_loss(epoch)__MAX","init_pct: 1 - valid_loss(epoch)","init_pct: 1 - valid_loss(epoch)__MIN","init_pct: 1 - valid_loss(epoch)__MAX","init_pct: 0.5 - train_loss(epoch)","init_pct: 0.5 - train_loss(epoch)__MIN","init_pct: 0.5 - train_loss(epoch)__MAX","init_pct: 0.5 - valid_loss(epoch)","init_pct: 0.5 - valid_loss(epoch)__MIN","init_pct: 0.5 - valid_loss(epoch)__MAX","init_pct: 0.2 - train_loss(epoch)","init_pct: 0.2 - train_loss(epoch)__MIN","init_pct: 0.2 - train_loss(epoch)__MAX","init_pct: 0.2 - valid_loss(epoch)","init_pct: 0.2 - valid_loss(epoch)__MIN","init_pct: 0.2 - valid_loss(epoch)__MAX","init_pct: 0.1 - train_loss(epoch)","init_pct: 0.1 - train_loss(epoch)__MIN","init_pct: 0.1 - train_loss(epoch)__MAX","init_pct: 0.1 - valid_loss(epoch)","init_pct: 0.1 - valid_loss(epoch)__MIN","init_pct: 0.1 - valid_loss(epoch)__MAX","init_pct: 0.05 - train_loss(epoch)","init_pct: 0.05 - train_loss(epoch)__MIN","init_pct: 0.05 - train_loss(epoch)__MAX","init_pct: 0.05 - valid_loss(epoch)","init_pct: 0.05 - valid_loss(epoch)__MIN","init_pct: 0.05 - valid_loss(epoch)__MAX","init_pct: 0.01 - train_loss(epoch)","init_pct: 0.01 - train_loss(epoch)__MIN","init_pct: 0.01 - train_loss(epoch)__MAX","init_pct: 0.01 - valid_loss(epoch)","init_pct: 0.01 - valid_loss(epoch)__MIN","init_pct: 0.01 - valid_loss(epoch)__MAX"
"0","0.5429258991917261","0.5429258991917261","0.5429258991917261","0.40127214416861534","0.40127214416861534","0.40127214416861534","0.6197024141039167","0.6197024141039167","0.6197024141039167","0.515312597155571","0.515312597155571","0.515312597155571","0.672852601323809","0.672852601323809","0.672852601323809","0.637700155377388","0.637700155377388","0.637700155377388","0.6830273526055473","0.6830273526055473","0.6830273526055473","0.6721363067626953","0.6721363067626953","0.6721363067626953","0.6853359511920384","0.6853359511920384","0.6853359511920384","0.6811757534742355","0.6811757534742355","0.6811757534742355","0.6853382885456085","0.6853382885456085","0.6853382885456085","0.6837950572371483","0.6837950572371483","0.6837950572371483"
"1","0.3439341328984542","0.3439341328984542","0.3439341328984542","0.30118200555443764","0.30118200555443764","0.30118200555443764","0.46481171548366546","0.46481171548366546","0.46481171548366546","0.40051453933119774","0.40051453933119774","0.40051453933119774","0.6037626074893134","0.6037626074893134","0.6037626074893134","0.5478506460785866","0.5478506460785866","0.5478506460785866","0.6625871062278748","0.6625871062278748","0.6625871062278748","0.6376830488443375","0.6376830488443375","0.6376830488443375","0.6807473812784467","0.6807473812784467","0.6807473812784467","0.6721377745270729","0.6721377745270729","0.6721377745270729","0.6861789524555206","0.6861789524555206","0.6861789524555206","0.6831420958042145","0.6831420958042145","0.6831420958042145"
"2","0.2900793087139404","0.2900793087139404","0.2900793087139404","0.27905305847525597","0.27905305847525597","0.27905305847525597","0.36862879054886954","0.36862879054886954","0.36862879054886954","0.3329448327422142","0.3329448327422142","0.3329448327422142","0.5293162933417729","0.5293162933417729","0.5293162933417729","0.4897996820509434","0.4897996820509434","0.4897996820509434","0.6255069417612893","0.6255069417612893","0.6255069417612893","0.5911151468753815","0.5911151468753815","0.5911151468753815","0.6700028266225543","0.6700028266225543","0.6700028266225543","0.6572967320680618","0.6572967320680618","0.6572967320680618","0.6845654845237732","0.6845654845237732","0.6845654845237732","0.681969940662384","0.681969940662384","0.681969940662384"
"3","0.27689813281134734","0.27689813281134734","0.27689813281134734","0.27256277948617935","0.27256277948617935","0.27256277948617935","0.31896728149482184","0.31896728149482184","0.31896728149482184","0.30141013488173485","0.30141013488173485","0.30141013488173485","0.4756472163966724","0.4756472163966724","0.4756472163966724","0.4416827894747257","0.4416827894747257","0.4416827894747257","0.5820825568267277","0.5820825568267277","0.5820825568267277","0.5478368774056435","0.5478368774056435","0.5478368774056435","0.6553016560418266","0.6553016560418266","0.6553016560418266","0.6376710459589958","0.6376710459589958","0.6376710459589958","0.6829987466335297","0.6829987466335297","0.6829987466335297","0.6802819967269897","0.6802819967269897","0.6802819967269897"
"4","0.27239557457484787","0.27239557457484787","0.27239557457484787","0.27016740292310715","0.27016740292310715","0.27016740292310715","0.2959516205957958","0.2959516205957958","0.2959516205957958","0.28666435182094574","0.28666435182094574","0.28666435182094574","0.4280852196472032","0.4280852196472032","0.4280852196472032","0.4001073092222214","0.4001073092222214","0.4001073092222214","0.5442605529512677","0.5442605529512677","0.5442605529512677","0.5152863711118698","0.5152863711118698","0.5152863711118698","0.636364255632673","0.636364255632673","0.636364255632673","0.614911712706089","0.614911712706089","0.614911712706089","0.6821230947971344","0.6821230947971344","0.6821230947971344","0.678084522485733","0.678084522485733","0.678084522485733"
"5","0.27056601707883876","0.27056601707883876","0.27056601707883876","0.26919541135430336","0.26919541135430336","0.26919541135430336","0.2844355855669294","0.2844355855669294","0.2844355855669294","0.279188584536314","0.279188584536314","0.279188584536314","0.3897923667516027","0.3897923667516027","0.3897923667516027","0.3674386776983738","0.3674386776983738","0.3674386776983738","0.5143720763070243","0.5143720763070243","0.5143720763070243","0.4898016154766083","0.4898016154766083","0.4898016154766083","0.6151542578424726","0.6151542578424726","0.6151542578424726","0.5910788550972939","0.5910788550972939","0.5910788550972939","0.6799215078353882","0.6799215078353882","0.6799215078353882","0.6753863915801048","0.6753863915801048","0.6753863915801048"
"6","0.2698874793035521","0.2698874793035521","0.2698874793035521","0.2687913216650486","0.2687913216650486","0.2687913216650486","0.27840693082128254","0.27840693082128254","0.27840693082128254","0.27505723014473915","0.27505723014473915","0.27505723014473915","0.3600935563445091","0.3600935563445091","0.3600935563445091","0.34283347427845","0.34283347427845","0.34283347427845","0.48863631912640165","0.48863631912640165","0.48863631912640165","0.46572306007146835","0.46572306007146835","0.46572306007146835","0.5923900774547032","0.5923900774547032","0.5923900774547032","0.5682211816310883","0.5682211816310883","0.5682211816310883","0.6774563491344452","0.6774563491344452","0.6774563491344452","0.6721984148025513","0.6721984148025513","0.6721984148025513"
"7","0.26976005486447174","0.26976005486447174","0.26976005486447174","0.2686193883419037","0.2686193883419037","0.2686193883419037","0.27512644401618414","0.27512644401618414","0.27512644401618414","0.27262723445892334","0.27262723445892334","0.27262723445892334","0.3382790982723236","0.3382790982723236","0.3382790982723236","0.32468076422810555","0.32468076422810555","0.32468076422810555","0.46319752292973654","0.46319752292973654","0.46319752292973654","0.44172152876853943","0.44172152876853943","0.44172152876853943","0.5715898871421814","0.5715898871421814","0.5715898871421814","0.5477888360619545","0.5477888360619545","0.5477888360619545","0.6742094159126282","0.6742094159126282","0.6742094159126282","0.6685333251953125","0.6685333251953125","0.6685333251953125"
"8","0.2694843812383336","0.2694843812383336","0.2694843812383336","0.26854928955435753","0.26854928955435753","0.26854928955435753","0.2729059977190835","0.2729059977190835","0.2729059977190835","0.27113180607557297","0.27113180607557297","0.27113180607557297","0.3218679502606392","0.3218679502606392","0.3218679502606392","0.31141502410173416","0.31141502410173416","0.31141502410173416","0.43905229015009745","0.43905229015009745","0.43905229015009745","0.41990718990564346","0.41990718990564346","0.41990718990564346","0.55267276934215","0.55267276934215","0.55267276934215","0.5302426442503929","0.5302426442503929","0.5302426442503929","0.6707017123699188","0.6707017123699188","0.6707017123699188","0.6644089221954346","0.6644089221954346","0.6644089221954346"
"9","0.2693028248471322","0.2693028248471322","0.2693028248471322","0.2685236930847168","0.2685236930847168","0.2685236930847168","0.2715326628514699","0.2715326628514699","0.2715326628514699","0.2701965272426605","0.2701965272426605","0.2701965272426605","0.30999504774808884","0.30999504774808884","0.30999504774808884","0.301700621843338","0.301700621843338","0.301700621843338","0.4176729555640902","0.4176729555640902","0.4176729555640902","0.4003712870180607","0.4003712870180607","0.4003712870180607","0.5356477073260716","0.5356477073260716","0.5356477073260716","0.5152345299720764","0.5152345299720764","0.5152345299720764","0.6679035425186157","0.6679035425186157","0.6679035425186157","0.6598488390445709","0.6598488390445709","0.6598488390445709"
