"Step","model_name_or_path: bert - train_loss(epoch)","model_name_or_path: bert - train_loss(epoch)__MIN","model_name_or_path: bert - train_loss(epoch)__MAX","model_name_or_path: bert - valid_loss(epoch)","model_name_or_path: bert - valid_loss(epoch)__MIN","model_name_or_path: bert - valid_loss(epoch)__MAX","model_name_or_path: cnnlstm - train_loss(epoch)","model_name_or_path: cnnlstm - train_loss(epoch)__MIN","model_name_or_path: cnnlstm - train_loss(epoch)__MAX","model_name_or_path: cnnlstm - valid_loss(epoch)","model_name_or_path: cnnlstm - valid_loss(epoch)__MIN","model_name_or_path: cnnlstm - valid_loss(epoch)__MAX","model_name_or_path: bilstm - train_loss(epoch)","model_name_or_path: bilstm - train_loss(epoch)__MIN","model_name_or_path: bilstm - train_loss(epoch)__MAX","model_name_or_path: bilstm - valid_loss(epoch)","model_name_or_path: bilstm - valid_loss(epoch)__MIN","model_name_or_path: bilstm - valid_loss(epoch)__MAX"
"10","0.40402116646461184","0.26942836123404745","0.6632193624973297","0.39543970363835496","0.2685069292783737","0.654881201684475","0.12539057258889139","0.05391932468444256","0.2672842890024185","0.23434937745332718","0.19870497845113277","0.2711661830544472","0.12319072601814544","0.05410323512787334","0.26487357914447784","0.2352562245602409","0.2017547097057104","0.26965494081377983"
"11","0.3971816789939535","0.26927459647329594","0.6596508026123047","0.3890351665516694","0.2685050703585148","0.6495371535420418","0.11332430387675234","0.044384565623142094","0.2589489072561264","0.24876042734831572","0.21842986531555653","0.2688930928707123","0.11157889879597006","0.046354899765829814","0.2635246515274048","0.24238733605792126","0.2080647014081478","0.27003711089491844"
"12","0.3908897450295223","0.2692913721791274","0.6547119617462158","0.38319917644063634","0.26850977912545204","0.6438504308462143","0.1041769767176524","0.03466339912763864","0.26011045277118683","0.2636770000681281","0.24379570968449116","0.29137543588876724","0.10171763718931985","0.04141634604860124","0.260262206196785","0.25210472879310447","0.21715880185365677","0.2715277634561062"
"13","0.38494691785735063","0.26933861034257073","0.6480369567871094","0.37775961868464947","0.2685089632868767","0.63786481320858","0.09789105481308413","0.030436057419844453","0.25608083605766296","0.2716349422310789","0.25006826780736446","0.29276004433631897","0.09609114532579592","0.03879470944853632","0.2558782994747162","0.2626540871957938","0.21889293566346169","0.27992379292845726"
"14","0.3796714531523841","0.2690732828208378","0.6437700986862183","0.3726483006030321","0.26851167529821396","0.6316197961568832","0.09077877619848347","0.027829881526970326","0.2512945532798767","0.2800475849459569","0.2530317008495331","0.3086281530559063","0.08551070758810507","0.033148012923415106","0.25276167690753937","0.26954078301787376","0.2287888489663601","0.29051193967461586"
"15","0.3748466062128197","0.26913484590394154","0.6392272114753723","0.36791596623758477","0.2685155048966408","0.6251633763313293","0.08386303656176204","0.0239391865651539","0.24651800841093063","0.29817104650040466","0.2648181989789009","0.3357274681329727","0.07832522140630926","0.026931325902322507","0.24786534905433655","0.27639358025044203","0.2374249454587698","0.3107205964624882"
"16","0.37013009118095536","0.2690421585525785","0.6328583061695099","0.36352034099400043","0.2685093991458416","0.6185443177819252","0.08127876221297811","0.019552298514671357","0.24055886268615723","0.3058717092499137","0.26537299156188965","0.3461175747215748","0.07296103960854584","0.023299836221018007","0.24140027165412903","0.28508245448271435","0.2397366501390934","0.3239632211625576"
"17","0.3659309785615279","0.2692900423492704","0.6261293292045593","0.3594294860959053","0.2685090899467468","0.611815333366394","0.07513028334345397","0.01823325171799297","0.2366107851266861","0.31826632221539813","0.2651594467461109","0.35735877975821495","0.06877569482893144","0.019849600020929108","0.23301313072443008","0.2958993036299944","0.2560776360332966","0.3389108441770077"
"18","0.36185240696052573","0.2690278385366712","0.6202710866928101","0.3556108611325423","0.26851315051317215","0.6050241515040398","0.06844241812084688","0.014438361106883794","0.22806672006845474","0.3219807135562102","0.2649877816438675","0.3784327767789364","0.06187931169809219","0.018774297886661122","0.22001315653324127","0.29445251791427535","0.2612034808844328","0.335731390863657"
"19","0.3581296237444032","0.2689747657094683","0.6142865717411041","0.3520418864985307","0.2685098759829998","0.5982275754213333","0.06206480926129057","0.010843215398355303","0.22305942326784134","0.3370935420195262","0.2644394412636757","0.39342402666807175","0.05658702190143189","0.016508027147834323","0.20903005450963974","0.30932357876251143","0.26556126587092876","0.3548009656369686"
"20","0.3545158351221163","0.2688703898872648","0.60702183842659","0.3487060833722353","0.26851213723421097","0.5914656445384026","0.05634754261292768","0.008897182935227427","0.21181224286556244","0.3509242832660675","0.264160580933094","0.3965451046824455","0.051345811161937004","0.015526502093832408","0.19681701064109802","0.30586747856189805","0.2677705679088831","0.3373529277741909"
"21","0.35135839375864775","0.2690048881939479","0.6013357937335968","0.3455812707543373","0.268510602414608","0.5847865492105484","0.052538091749988185","0.007319382124668904","0.2063184306025505","0.35245108387122553","0.2630317397415638","0.4193895496428013","0.04534096721825157","0.014066348234856767","0.18220610916614532","0.3183966676394145","0.27358707413077354","0.3636878952383995"
"22","0.3483440761029741","0.26888005350317273","0.5952420830726624","0.3426590592910846","0.2685084268450737","0.5782366544008255","0.0494417709889844","0.0059611124463289505","0.19454945623874664","0.37284476310014725","0.26292091608047485","0.44877565279603004","0.03981469217750585","0.012611959216675522","0.1645461916923523","0.32896552234888077","0.27607591450214386","0.3811497166752815"
"23","0.345561995749075","0.26906729894024983","0.5887063443660736","0.339926028624177","0.2685038149356842","0.5718477293848991","0.04715124270358686","0.0038468275285725084","0.18235571682453156","0.3886851239949465","0.26416444778442383","0.4630519412457943","0.03493831817914989","0.010317206993931904","0.14489450678229332","0.3413954147448142","0.2822004072368145","0.4101012237370014"
"24","0.342881310354432","0.268991699389049","0.5832609534263611","0.337376323218147","0.2685040198266506","0.5656451657414436","0.046695023915925504","0.0028075966651418378","0.17091619223356247","0.38227020017802715","0.2678549848496914","0.4559008330106735","0.03169644058413392","0.010604086830945951","0.12714235112071037","0.3443422627945741","0.2812223434448242","0.413459949195385"
"25","0.34057119986672196","0.268907658968653","0.5782027840614319","0.33498899390300113","0.2685050964355469","0.559647373855114","0.04155372664779092","0.002468869888356754","0.16166609525680542","0.3992586440096299","0.2676090598106384","0.46349743008613586","0.02644914571936867","0.00719723740725645","0.10957390442490578","0.3505348190665245","0.2813646160066128","0.4266491085290909"
"26","0.3379819643835921","0.2689505824020931","0.5709200799465179","0.3327604519824187","0.26850292459130287","0.5538704544305801","0.03538998637173696","0.002057038592673572","0.14960414171218872","0.4106677236656348","0.26678432524204254","0.4757060147821903","0.022655078246965735","0.005563870172149369","0.09388163685798645","0.36053170387943584","0.2930895760655403","0.44160448014736176"
"27","0.3356958533035807","0.26888947784900663","0.5651399791240692","0.3306711843858163","0.2684481702744961","0.5483280718326569","0.03068268338065636","0.001515049287783248","0.13531888276338577","0.4207968184103568","0.27476435527205467","0.49094395712018013","0.019264872605474354","0.005678395466280303","0.07683726027607918","0.36592259630560875","0.2878570146858692","0.445144634693861"
"28","0.33349060905473854","0.2685742348218136","0.5599750280380249","0.32787796047826606","0.2633485682308674","0.543019562959671","0.027892145525573064","0.0013410712978968928","0.12649522721767426","0.4284259043633938","0.27933480218052864","0.5011331215500832","0.017436991939174196","0.004060924502222666","0.07018861174583435","0.3725814021502932","0.286944130435586","0.45929886773228645"
"29","0.32884222003221314","0.25203649914093157","0.5546225309371948","0.3212529234588146","0.2344857007265091","0.5379471406340599","0.025227143480438047","0.0014874891182574043","0.1134219653904438","0.42714102379977703","0.28334879502654076","0.5030583925545216","0.01419683979673003","0.0043339608902377745","0.04985433258116245","0.38186870608478785","0.2894123326987028","0.47277871146798134"
"30","0.3228337217557508","0.22673492808993773","0.549811989068985","0.3163593973343571","0.21529328264296055","0.5331064537167549","0.022705085961622823","0.001241730763078002","0.10569443181157112","0.455252602075537","0.2898077219724655","0.5700771696865559","0.012390544347958101","0.003783850032570107","0.04381189588457346","0.38818491871158284","0.294280793517828","0.46778904646635056"
"31","0.31827846817868793","0.20901066825973044","0.5450578331947327","0.3126887095471223","0.20278402790427208","0.5284799039363861","0.01948174080368448","0.0010583269655139052","0.09044471755623817","0.45800392143428326","0.2998760975897312","0.5238611772656441","0.009974028352947079","0.0027195315092935096","0.032154069282114506","0.3942136066034436","0.296640245243907","0.4842648170888424"
"32","0.314423111094396","0.1964839510351634","0.5404468774795532","0.30962320572386187","0.19330632127821445","0.5240496024489403","0.017135624027538644","0.001193926511665008","0.07858703285455704","0.46300329205890495","0.31284647434949875","0.5299258828163147","0.009287023548823726","0.0025089417634132716","0.02662672847509384","0.3968475591391325","0.3110016994178295","0.4694593548774719"
"33","0.31116221401152566","0.18631739485606874","0.5351007282733917","0.3070471938699484","0.1862196922302246","0.5198030397295952","0.014978076323131681","0.0012287377966068952","0.07024312019348145","0.47301637070874375","0.32383832335472107","0.5686613842844963","0.007962616651272571","0.0018438509848367954","0.017754091881215572","0.4026160991440217","0.3080378398299217","0.467793732881546"
"34","0.3085990796940872","0.17838647307680666","0.531998336315155","0.3048005138213436","0.180617181584239","0.515724316239357","0.01373389167584517","0.0010810900057549588","0.06375441513955593","0.4831700976938009","0.3286915570497513","0.561980701982975","0.007065938563072316","0.0023276834898362203","0.013935870956629515","0.40338166058063507","0.2962947376072407","0.47943395003676414"
"35","0.30609692610894706","0.17189194937404112","0.5272877216339111","0.30274930720527965","0.175740547478199","0.5117936506867409","0.012235704205858419","0.0011732126045639493","0.056355929002165794","0.4929412516454856","0.3438819497823715","0.5918798223137856","0.006051199098601968","0.0017267619841732085","0.009991520084440708","0.4117867512007554","0.31427914276719093","0.49157585203647614"
"36","0.30360318118934154","0.16580863264824847","0.5223760008811951","0.30105809091279906","0.17262460477650166","0.5079897791147232","0.010780998197537592","0.0011021518896866059","0.0487932413816452","0.4951677042990923","0.3610358349978924","0.5805063173174858","0.005855526009883191","0.0025330967120161013","0.007966698962263763","0.41265856350461644","0.30805758386850357","0.4970862530171871"
"37","0.3016350090365861","0.16026421223613","0.5192348957061768","0.29943270112077397","0.16955141350626945","0.5042939633131027","0.009602656463430533","0.000892139608497798","0.0425618514418602","0.5113589422156414","0.37109795212745667","0.5961021482944489","0.004911660783585321","0.003231992920128895","0.007740388606625136","0.4179408550262451","0.3083324767649174","0.506606861948967"
"38","0.2997308305469471","0.15570330287483955","0.5149272978305817","0.2979689684386055","0.16712898574769497","0.5006849020719528","0.008034466777938681","0.0011202898323452765","0.03326804842799902","0.5079957880079746","0.3923155702650547","0.5976036414504051","0.004457369548040135","0.0030273234006017447","0.006688519597825931","0.42428289850552875","0.32162901759147644","0.5180385038256645"
"39","0.29806545855284106","0.1513755580932974","0.5122282803058624","0.29662903243054944","0.16517162136733532","0.49714434146881104","0.007066472754128854","0.0009704621625132859","0.02944206167012453","0.5173690921316544","0.41029905527830124","0.6204451322555542","0.004826309475126064","0.0031607753480784595","0.0076087237531616584","0.42272423145671684","0.2971666045486927","0.531597375869751"
"40","0.2962059801788353","0.1471518716044563","0.5081207156181335","0.2954538433502118","0.16397486254572868","0.49365637078881264","0.006349090681945636","0.0008043345359120784","0.024547701701521873","0.5209134022394816","0.433929018676281","0.6112466230988503","0.004184865039753477","0.0021910458453930914","0.006813013876185094","0.4299670048058033","0.3111726716160774","0.5442318916320801"
"41","0.2947854003092735","0.1434849556401479","0.5052695274353027","0.2942919364819924","0.16263769567012787","0.49020717665553093","0.005649071015562041","0.0006519642774946988","0.02309853443875909","0.5265485557417074","0.43516531959176064","0.6372212469577789","0.004017487972266411","0.0021991946850903332","0.006185009340697434","0.43742553020517033","0.3228437900543213","0.5546787828207016"
"42","0.2927305833140784","0.13981105510493835","0.4997672587633133","0.2931423159316182","0.16120805032551289","0.48678097501397133","0.00508676487044988","0.0008343533014080354","0.018869624473154545","0.5459026942650477","0.4540308602154255","0.6243962347507477","0.004115342204995635","0.0016175835626199841","0.006393364553168925","0.4308793308834235","0.31435526907444","0.5649643838405609"
"43","0.29162293410706536","0.13644879890217199","0.4979555606842041","0.29216971062123775","0.16066524386405945","0.48336706310510635","0.004852610908244635","0.0007146749911563737","0.016725463327020407","0.5489394664764404","0.4692718870937824","0.6262664124369621","0.004377971270015389","0.0016022038762457669","0.006124639719012344","0.4352840619782607","0.32264676690101624","0.5688338428735733"
"44","0.29014401087315983","0.13355400450795674","0.4935215562582016","0.29130747231344384","0.16067029163241386","0.47995470836758614","0.00473815870804387","0.0007165176689990663","0.015421396587044","0.5459975463648638","0.46894487738609314","0.6264804527163506","0.003672525336158458","0.0011286949156783521","0.005458467695350644","0.43553535516063374","0.3263452313840389","0.5749902203679085"
"45","0.2888119886954401","0.13049034152528366","0.4905552566051483","0.2902072404200832","0.1591313760727644","0.47653355821967125","0.004089140578992464","0.0007813274049632517","0.012918550986796618","0.5537000720699629","0.506539523601532","0.6353830248117447","0.0035130395266360563","0.0010762806341517717","0.0062201554813805324","0.4392615482211113","0.3115299381315708","0.581802599132061"
"46","0.2874005304849201","0.127599993734051","0.4865808039903641","0.28942275047302246","0.15939750522375107","0.4730960875749588","0.00331534960956712","0.0007128469338307955","0.00992763927206397","0.5712009587635597","0.5204690285027027","0.6438596099615097","0.0031078403914199314","0.0010522802476771176","0.006237310903114828","0.4429160989820957","0.318908404558897","0.5881618410348892"
"47","0.2860119765365969","0.12489938800283473","0.48287342488765717","0.28852023525784415","0.15886647067964077","0.4696403183043003","0.0035293914111208156","0.0006232708505454607","0.009543420048430562","0.5700222744295994","0.5360126569867134","0.6406717002391815","0.0035191124206663087","0.000829326716484502","0.006002434458227229","0.43991980825861293","0.30537860095500946","0.5941033363342285"
"48","0.2846998688148774","0.12295406724480416","0.4788634479045868","0.28775200837602216","0.15907402150332928","0.46616118028759956","0.0031921551643742095","0.0005521144401947302","0.007367726415395737","0.5657606379439434","0.5150960423052311","0.6443218439817429","0.00305255848813081","0.0008746509556658566","0.005246721074916736","0.44724514583746594","0.3259652853012085","0.5988558977842331"
"49","0.28340193929636304","0.11989924048991513","0.47464093565940857","0.2869695480912924","0.15913322567939758","0.46265583857893944","0.0028403890173553915","0.000537958590679669","0.00789509410969913","0.5836299856503805","0.5320102386176586","0.6709892377257347","0.00393074512316577","0.0006831255595898256","0.008971261929244585","0.4450832201788823","0.3310007154941559","0.604477658867836"
"50","0.2821885871773368","0.1177696758251396","0.47112007439136505","0.28618168582518894","0.159089345484972","0.45914971083402634","0.0030376103781434172","0.000495421966271741","0.00675258319824934","0.5827677622437477","0.5296189151704311","0.6716620028018951","0.003176738040054129","0.0006231169099919498","0.00600461774044691","0.4521028163532416","0.3301551304757595","0.6114159524440765"
"51","0.28126842591678003","0.11585418236770219","0.46902237832546234","0.2853723621616761","0.158761378377676","0.45572008937597275","0.0030689410377478694","0.0006029825453879312","0.006383500760421157","0.5814547917495171","0.523289330303669","0.64397182315588","0.003230684601087891","0.0006171356217237189","0.005314213734276328","0.4522989634424448","0.3209088668227196","0.6178533583879471"
"52","0.27989344505919256","0.1134249900849603","0.46413785219192505","0.28473012304554385","0.15928347222507","0.4523652493953705","0.003025234390327492","0.000479303314932622","0.0059418447770885185","0.5923168348769347","0.5315146259963512","0.6765284165740013","0.003171523846094263","0.0006356081867124885","0.005569743048529503","0.4511114303022623","0.3218545839190483","0.621254950761795"
"53","0.27903476396742116","0.11193638509340423","0.46169090270996094","0.28397576169421274","0.15900411643087864","0.4490836635231972","0.0027246396594729043","0.00044156952831794376","0.0047144925920292735","0.5931115448474884","0.519672192633152","0.6825539246201515","0.0032467290668435323","0.0005087273457320407","0.005487540696357944","0.4532785465319951","0.3287288025021553","0.6244516372680664"
"54","0.27788605609345246","0.10950464803537877","0.45769646763801575","0.2834342097242673","0.1598847657442093","0.4458749368786812","0.0022674100874604092","0.000571396087512507","0.0043110467959195375","0.618138720591863","0.560078352689743","0.6901558861136436","0.002957811791775892","0.0004893375735264271","0.005316822714729883","0.4572727258006732","0.32577119767665863","0.627564512193203"
"55","0.2766477812797536","0.10774129682736432","0.4536914825439453","0.2828417293106516","0.16032045148313046","0.44273779541254044","0.0021190864012913687","0.0005749687981339743","0.003847442800179124","0.6116313592841228","0.5279913395643234","0.6704355329275131","0.0027167108585299435","0.0004883920337306336","0.0051429184546158985","0.46126515169938404","0.33550073206424713","0.6305443271994591"
"56","0.2758156758048082","0.10563023222221744","0.4511477202177048","0.2821664186194539","0.16016451455652714","0.43967245146632195","0.00192765550246172","0.00039049307878095924","0.003697147942148149","0.6224328136692444","0.5639173090457916","0.6917547434568405","0.0026685676682730876","0.0004746240738313645","0.004878272278448559","0.46712921746075153","0.3416765481233597","0.6326925680041313"
"57","0.27493891751954574","0.10429940396826044","0.44805921614170074","0.2815868007019162","0.16050533764064312","0.43667779117822647","0.0017811247098861586","0.0002871487187803723","0.0037125442177057266","0.6329093327124914","0.5846429094672203","0.6938631758093834","0.002900348899344067","0.0005417177453637123","0.005007437270565173","0.4620276714364688","0.32411473244428635","0.6355606317520142"
"58","0.27366441159383736","0.10277527726168255","0.44364894926548004","0.28106150093177956","0.16126909852027893","0.43375127762556076","0.0016019245190859114","0.00018106329573908754","0.0035466764836443133","0.647225068261226","0.6099567413330078","0.6817298009991646","0.0027063522029117082","0.00042280204070266336","0.004675945659289401","0.4691038237263759","0.342776395380497","0.6379751861095428"
"59","0.272801527384772","0.10102088325958458","0.4418897330760956","0.2798532887051503","0.16125213354825974","0.4308936670422554","0.001476059269362174","0.00021552150927683605","0.002997583122319909","0.6387680458525816","0.6139565259218216","0.6945120096206665","0.002745710642647038","0.0004217378154862672","0.004857156832199737","0.4690003426124652","0.3306478410959244","0.6399453282356262"
"60","0.2709354527771943","0.0996097727216405","0.4386559724807739","0.27792424118767184","0.16235639713704586","0.42810437083244324","0.0014299382224434252","0.0003220026244110029","0.0027945208062674807","0.6474819779396057","0.602581575512886","0.6907149627804756","0.00284448974148566","0.00034867218346334994","0.004924138043341892","0.4705220479518175","0.34318120032548904","0.6416415348649025"
"61","0.2687587684964166","0.09749985963320561","0.43606695532798767","0.27608967913935584","0.1632010731846094","0.425382349640131","0.0016726020421499066","0.0003606031449245555","0.003351310733705759","0.6416985504329205","0.5981030240654945","0.6980605348944664","0.0031061082224576697","0.00042387905705254525","0.004821860769147174","0.46631172858178616","0.32739515230059624","0.6456904038786888"
"62","0.2665635958238645","0.09661701806693626","0.43299640715122223","0.2739603736748298","0.16297395713627338","0.42272520810365677","0.0017899760531867352","0.00028845684989521814","0.004311025806420874","0.6540429101636013","0.5964749157428741","0.705438919365406","0.0028429652076136457","0.0004186229343758896","0.004721591227646857","0.4697483517229557","0.3449036478996277","0.6475299298763275"
"63","0.2640045307248668","0.09512646348892356","0.4304194301366806","0.27220890391618013","0.16315800696611404","0.42013226076960564","0.002645689325858532","0.0002162150974202502","0.007224596308203347","0.6346281642715136","0.5042778924107552","0.7169398814439774","0.0025677731650285587","0.00034652467002160847","0.005273683471085919","0.46638023232420284","0.325591042637825","0.6496711075305939"
"64","0.26195740294274233","0.09365118544200342","0.42829206585884094","0.2706454175834854","0.16426013223826885","0.4176011309027672","0.0026549279504285536","0.00024196293608318747","0.00933873207541182","0.6373568183432022","0.5063908249139786","0.7138167396187782","0.0028579260818641615","0.00033878810063470155","0.005027460210840218","0.46975809273620445","0.336046040058136","0.6514670625329018"
"65","0.2600850326500759","0.0925048220393469","0.4257292002439499","0.2692210578049223","0.16458257287740707","0.41513269022107124","0.002667066915328835","0.0002691421187981697","0.007696875066267239","0.6460431956996521","0.5460041612386703","0.7290233299136162","0.0026788186156978464","0.00035802426282316446","0.004341571490454534","0.47348865245779354","0.33806632086634636","0.6523817852139473"
"66","0.2579851807899449","0.09064677036065849","0.4230342209339142","0.2681913869455457","0.16598467901349068","0.41272635012865067","0.0020190041142274435","0.00022258879939077554","0.0051496448207866965","0.6492740133156379","0.5234790220856667","0.7208971455693245","0.002790240243033723","0.0003070136663154699","0.003933225994345082","0.47801821927229565","0.34676821157336235","0.6531835123896599"
"67","0.2568402701117795","0.09017012029779044","0.4223773330450058","0.2668985507140557","0.16493766568601131","0.41037943214178085","0.001788074799890638","0.0002461424217991797","0.003991127189620659","0.6456459673742453","0.5176282227039337","0.7261452153325081","0.0027029260096925827","0.000297952166874893","0.004378002778276895","0.47539642204840976","0.3351782411336899","0.6542217880487442"
"68","0.25478683722375517","0.08873947591875954","0.4174636900424957","0.26613705698400736","0.1671078484505415","0.4080907702445984","0.0014271184333740992","0.000430340036733209","0.002271488170630645","0.6557024183372656","0.567379355430603","0.7128123566508293","0.00274502422362437","0.00033306692785117775","0.004284373460447025","0.47221730339030427","0.34220582991838455","0.6534383222460747"
"69","0.2532730720189386","0.08733045733232292","0.4157886952161789","0.26517304064085084","0.16665403731167316","0.4058600179851055","0.0013169997857779435","0.0002935444468416141","0.002910847709912389","0.6500665831069151","0.5653441548347473","0.7026610001921654","0.002224949986021809","0.0002757185502559878","0.004524989199911314","0.4737326999505361","0.339237704873085","0.6531028226017952"
"70","0.25205099595855485","0.08676967295489722","0.41325482726097107","0.2643509032204747","0.16734066419303417","0.403687234967947","0.0013378817652526995","0.0002297670705177422","0.0029197163851238644","0.6786675198624531","0.606596190482378","0.7280036211013794","0.0020709530222396888","0.00028036303410772234","0.00413921435167611","0.4787745202581088","0.3445095159113407","0.6537967175245285"
"71","0.25081055215028675","0.08519713693171097","0.4115700274705887","0.2637557002405326","0.1687338501214981","0.40157079324126244","0.0011426920118808202","0.0003338418869783969","0.0030085077920611178","0.6713276660690705","0.5825672596693039","0.719789631664753","0.002514579874957725","0.00027360943204257637","0.004371153025688158","0.4776770317306121","0.34808148443698883","0.655060775578022"
"72","0.24965451851681145","0.08486830904115018","0.4087367504835129","0.2629155581817031","0.16804008185863495","0.39950956404209137","0.0014871157773848533","0.00038029505958547816","0.002763777581785591","0.6746679991483688","0.6071844398975372","0.7055493965744972","0.00226072559756342","0.0006289484008448198","0.0038741330051687444","0.48126862570643425","0.3547383174300194","0.6613601371645927"
"73","0.24829663223765328","0.0838351409962709","0.4063630700111389","0.2625763239338994","0.1702583860605955","0.3975025340914726","0.0013050528506057034","0.00022824902823361169","0.003249129155552745","0.662032863125205","0.5861700549721718","0.7243891805410385","0.0023577228848303496","0.00027273974410491064","0.004518823642153862","0.48040080691377324","0.3332502469420433","0.6745346412062645"
"74","0.24718154673389617","0.08203552414080222","0.40422023832798004","0.26180695462971926","0.16989878006279469","0.39554956182837486","0.0012797996581152236","0.0002022183356790005","0.003157921186327009","0.6749412082135677","0.5949046760797501","0.725487694144249","0.001961215025110261","0.0006450252840295434","0.004312716669387522","0.48545209007958573","0.34956134483218193","0.6683420762419701"
"75","0.24618546018295906","0.08149624398822407","0.40266598761081696","0.2615152435998122","0.17189624905586243","0.39364858344197273","0.0010812328942425503","0.00019247513565850177","0.0026433603902173606","0.668173860758543","0.5956362560391426","0.7389898300170898","0.001979822721454213","0.0006688286375720054","0.0038292726932805184","0.48829342362781364","0.35194114968180656","0.6841488257050514"
"76","0.24524809591594665","0.08101265756882352","0.4003537446260452","0.2610150721545021","0.1721345242112875","0.3917977474629879","0.0009410433830106257","0.00018352765307229544","0.002345113456170965","0.6641161094109217","0.6175311356782913","0.7304687947034836","0.0022487740857119703","0.0005501487466972321","0.0038671662446994816","0.4938283848265807","0.349945530295372","0.6909773647785187"
"77","0.2444327762007137","0.08037061154467168","0.3988221734762192","0.260424192994833","0.1721181459724903","0.38999565690755844","0.0010760963338097783","0.00017188275264093785","0.002066659650860837","0.679439534743627","0.6141825057566166","0.7424568086862564","0.002651559456060807","0.0012063899817543902","0.0040064273450671015","0.483749649176995","0.35313815996050835","0.6613713651895523"
