"Step","model_name_or_path: bert - train_acc(epoch)","model_name_or_path: bert - train_acc(epoch)__MIN","model_name_or_path: bert - train_acc(epoch)__MAX","model_name_or_path: bert - valid_acc(epoch)","model_name_or_path: bert - valid_acc(epoch)__MIN","model_name_or_path: bert - valid_acc(epoch)__MAX","model_name_or_path: cnnlstm - train_acc(epoch)","model_name_or_path: cnnlstm - train_acc(epoch)__MIN","model_name_or_path: cnnlstm - train_acc(epoch)__MAX","model_name_or_path: cnnlstm - valid_acc(epoch)","model_name_or_path: cnnlstm - valid_acc(epoch)__MIN","model_name_or_path: cnnlstm - valid_acc(epoch)__MAX","model_name_or_path: bilstm - train_acc(epoch)","model_name_or_path: bilstm - train_acc(epoch)__MIN","model_name_or_path: bilstm - train_acc(epoch)__MAX","model_name_or_path: bilstm - valid_acc(epoch)","model_name_or_path: bilstm - valid_acc(epoch)__MIN","model_name_or_path: bilstm - valid_acc(epoch)__MAX"
"38","0.23696020258446027","0.10451977401129943","0.6626386687797148","0.2423161827135337","0.16709118695873662","0.6184411614875192","0.9920400182426157","0.963276836158192","0.9997170345217884","0.5102733910680931","0.304635761589404","0.6434029546612328","0.9929159973703493","0.9868689155535432","1","0.500509424350484","0.24044829342842589","0.6479877738155884"
"39","0.24195063748778778","0.13559322033898305","0.6693174100067919","0.2433350314145016","0.16709118695873662","0.6245542536933265","0.9951903321435954","0.980225988700565","0.9997170345217884","0.5060281881473935","0.29750382068262865","0.6388181355068773","0.9924678886179885","0.9848313334842653","1","0.5005094243504841","0.24299541518084564","0.6464595007641365"
"40","0.24487236755401484","0.1271186440677966","0.677014942268508","0.2433350314145016","0.16709118695873662","0.6245542536933265","0.9960187447175817","0.9858757062146892","0.9997170345217884","0.510018678892851","0.3092205807437596","0.6398369842078452","0.9927886404831668","0.9862463210323749","1","0.500254712175242","0.24401426388181355","0.6541008660213958"
"41","0.24201310461926284","0.11581920903954802","0.6863538600860313","0.24325012735608761","0.16709118695873662","0.6240448293428426","0.9975829401394479","0.9915254237288136","1","0.5080658855493293","0.30616403464085584","0.6327050433010698","0.9933357476474959","0.9872651120670138","1","0.500339616233656","0.23892002037697402","0.6541008660213958"
"42","0.24564467910358814","0.11581920903954802","0.6944758886121802","0.24418407199864153","0.16709118695873662","0.6296484971981661","0.9968433040667369","0.9887005649717514","0.9997170345217884","0.5117167600611309","0.3092205807437596","0.6428935303107488","0.992916005378202","0.9874632103237492","1","0.5028867379860757","0.23993886907794193","0.6673458991339786"
"43","0.24436515261566652","0.12146892655367232","0.7011263300882952","0.24426897605705553","0.16709118695873662","0.63015792154865","0.9969650729205769","0.9915254237288136","1","0.5081507896077433","0.3087111563932756","0.6377992868059094","0.9925953309222652","0.9879443060901064","1","0.500339616233656","0.23535404992358636","0.6541008660213958"
"44","0.24361847329730946","0.11016949152542373","0.7069560787865067","0.2446085922907115","0.16709118695873662","0.6321956189505858","0.9971301414547685","0.9915254237288136","1","0.5075564611988452","0.29903209373408046","0.6393275598573612","0.9936659114087213","0.9894158931401403","1","0.5028018339276618","0.2348446255731024","0.65206316861946"
"45","0.24781355937125726","0.11864406779661017","0.7160402988453701","0.24588215316692139","0.16709118695873662","0.6398369842078452","0.9979821771938192","0.99586823635952","0.9995755517826825","0.5081507896077432","0.30718288334182375","0.6418746816097809","0.9935291399562076","0.9875764093275979","1","0.5052640516216674","0.23280692817116658","0.6607233825776873"
"46","0.24496369231684742","0.10734463276836158","0.7217002490378085","0.2463066734589913","0.16709118695873662","0.6423841059602649","0.9987878433494912","0.9962644328729907","1","0.5060281881473934","0.3056546102903719","0.6321956189505858","0.9946421273605601","0.9881707040978039","1","0.49991509594158606","0.2312786551197147","0.6546102903718798"
"47","0.2499189196784287","0.11299435028248588","0.730048675571655","0.24605196128374937","0.16709118695873662","0.6408558329088131","0.9980104475826556","0.9947362463210324","1","0.5065376124978774","0.3056546102903719","0.6342333163525217","0.9938545363758732","0.988482001358388","1","0.5034810663949737","0.23433520122261844","0.6566479877738156"
"48","0.25200966633330185","0.12429378531073447","0.7344351369707947","0.24494820852436747","0.16709118695873662","0.6342333163525217","0.9980434692973464","0.994679646819108","1","0.5078111733740873","0.3020886398369842","0.6347427407030056","0.994571439376691","0.9895290921439891","1","0.500084904058414","0.23739174732552215","0.6484971981660723"
"49","0.2500126130011782","0.11581920903954802","0.7417081729680779","0.24511801664119545","0.16709118695873662","0.6352521650534896","0.9984538236941507","0.997056825899932","1","0.5114620478858889","0.30157921548650024","0.6510443199184921","0.9930526647207798","0.982850350916912","1","0.5027169298692478","0.2368823229750382","0.6479877738155884"
"50","0.25353884708051505","0.12146892655367232","0.7488963097124746","0.24426897605705553","0.16709118695873662","0.63015792154865","0.9980010650487342","0.9967458970005659","1","0.5113771438274749","0.30718288334182375","0.6393275598573612","0.9936517188246933","0.9882273035997283","1","0.5030565461029037","0.24044829342842589","0.6551197147223637"
"51","0.25397820180227565","0.11864406779661017","0.7539053656327824","0.24477840040753948","0.16709118695873662","0.6332144676515538","0.9984624282448363","0.9954720398460494","1","0.5085753098998133","0.30616403464085584","0.6245542536933265","0.9941139400825564","0.9894158931401403","1","0.4991509594158601","0.24095771777890984","0.651553744268976"
"52","0.25686455552846316","0.13559322033898305","0.7603577088521621","0.2445236882322975","0.16709118695873662","0.6316861946001019","0.9979153344269284","0.9932363595200362","1","0.5108677194769911","0.3092205807437596","0.6342333163525217","0.9942743427079875","0.9892460946343672","1","0.5040753948038716","0.24095771777890984","0.651553744268976"
"53","0.254524017259268","0.12429378531073447","0.764913968757075","0.2446085922907115","0.16709118695873662","0.6321956189505858","0.9983445473165217","0.995415440344125","1","0.5139242655798947","0.3143148242485991","0.6413652572592969","0.9943214902746019","0.9896705908988","1","0.5067074206147054","0.24044829342842589","0.6546102903718798"
"54","0.25756126761126114","0.12429378531073447","0.771139913968757","0.24503311258278146","0.16709118695873662","0.6347427407030056","0.9989340934301572","0.9968021281412723","1","0.5134148412294107","0.3076923076923077","0.6454406520631686","0.9946893550057001","0.9896705908988","1","0.5036508745118017","0.24095771777890984","0.6546102903718798"
"55","0.26013795143537716","0.11864406779661017","0.7757810731265565","0.24537272881643743","0.16709118695873662","0.6367804381049414","0.9989954042186735","0.9967172288883858","1","0.5118016641195449","0.3066734589913398","0.6490066225165563","0.9953213240529369","0.9894441928911025","1","0.5044999150959416","0.24554253693326542","0.6571574121242996"
"56","0.26092565453","0.11864406779661017","0.7817523205795789","0.24528782475802344","0.16709118695873662","0.6362710137544575","0.9990755761692629","0.9965191306316504","1","0.5132450331125827","0.3076923076923077","0.6505348955680081","0.9948544155320395","0.9906610821824768","1","0.5019527933435218","0.24707080998471728","0.6546102903718798"
"57","0.25601384963584334","0.11016949152542373","0.785912383971021","0.24554253693326542","0.16709118695873662","0.6377992868059094","0.9992830943298979","0.9970002263980077","1","0.509848870776023","0.31125827814569534","0.6418746816097809","0.9951279691142038","0.9902648856690062","1","0.5044999150959416","0.24910850738665308","0.6607233825776873"
"58","0.2580033219746623","0.11299435028248588","0.7881763640479964","0.24528782475802344","0.16709118695873662","0.6362710137544575","0.9991746066126413","0.996009735114331","1","0.5118016641195449","0.31227712684666326","0.6459500764136525","0.9949252076179919","0.9913119764546072","1","0.5041602988622856","0.24554253693326542","0.6581762608252675"
"59","0.26318512618598167","0.11864406779661017","0.7932703192211908","0.2730514518593989","0.16709118695873662","0.6398369842078452","0.9994010046203389","0.9973115236585918","1","0.5122261844116148","0.31329597554763117","0.651553744268976","0.9948685814232258","0.9903497849218927","1","0.5012735608762099","0.24197656647987772","0.6535914416709119"
"60","0.28079644276356924","0.12146892655367232","0.7985057731491962","0.2816267617592121","0.16709118695873662","0.6393275598573612","0.9994010019510545","0.997792619424949","1","0.5133299371709968","0.31125827814569534","0.6474783494651044","0.9948638808137704","0.9912270772017207","1","0.5016980811682799","0.23942944472745797","0.6535914416709119"
"61","0.29915406961966434","0.11864406779661017","0.8028639347973738","0.28850399049074543","0.16709118695873662","0.6372898624554254","0.9991463095309632","0.9967172288883858","1","0.5106130073017491","0.31023942944472743","0.6428935303107488","0.9938404665789177","0.9900384876613085","1","0.5000000000000001","0.23178807947019867","0.6617422312786552"
"62","0.3088499403607353","0.12429378531073447","0.8044770206022187","0.2980981490915266","0.16709118695873662","0.6383087111563933","0.9990566883143478","0.995556939098936","1","0.5110375275938189","0.30056036678553233","0.6434029546612328","0.9952789144657563","0.9910855784469097","1","0.500509424350484","0.22975038206826287","0.6566479877738156"
"63","0.3197993564513989","0.1327683615819209","0.8095992755263753","0.30140940736967226","0.16709118695873662","0.6377992868059094","0.9980709216636842","0.9923024677382839","1","0.511292239769061","0.304635761589404","0.6495160468670402","0.995675052254975","0.9900667874122707","1","0.5054338597384955","0.228222109016811","0.6602139582272033"
"64","0.32864581291670253","0.1384180790960452","0.8133065429024224","0.3062489386992698","0.16709118695873662","0.6388181355068773","0.9976747171423609","0.9886800996151234","1","0.5071319409067754","0.31023942944472743","0.6393275598573612","0.9945715007702273","0.9900962082625919","1","0.4976226863644082","0.22465613856342334","0.6607233825776873"
"65","0.3295982089455624","0.12429378531073447","0.8164478152592257","0.3083715401596196","0.16709118695873662","0.6377992868059094","0.9976841584005341","0.9895290921439891","1","0.5120563762947868","0.3117677024961793","0.6408558329088131","0.9953543724604698","0.992019470228662","1","0.4983868228901342","0.22567498726439122","0.6612328069281712"
"66","0.33302637207608127","0.1271186440677966","0.8219945664478152","0.30896586856851754","0.16709118695873662","0.6377992868059094","0.9983492052174299","0.9937740547883178","1","0.5080658855493293","0.31227712684666326","0.6444218033622007","0.9950006816284103","0.9928118632556033","1","0.49753778230599427","0.22669383596535914","0.6561385634233317"
"67","0.3332601489806009","0.11864406779661017","0.8207493774054788","0.3092205807437595","0.16709118695873662","0.6377992868059094","0.9986982167943076","0.99586823635952","1","0.5078111733740873","0.30361691288843606","0.6255731023942944","0.9945997925133369","0.9912270772017207","1","0.5029716420444897","0.22873153336729496","0.6607233825776873"
"68","0.33636984949644844","0.12994350282485875","0.825503735567127","0.3104092375615554","0.16709118695873662","0.6408558329088131","0.9994151384801148","0.9979058184287978","1","0.5124808965868568","0.30616403464085584","0.6469689251146205","0.9952081570804983","0.9916515734661535","1","0.5019527933435218","0.23331635252165053","0.6576668364747835"
"69","0.34198923091246974","0.1384180790960452","0.8282205116594974","0.3104092375615554","0.16709118695873662","0.6408558329088131","0.9992170695855055","0.9974247226624405","1","0.5093394464255391","0.3076923076923077","0.6388181355068773","0.9959580337488917","0.9911421779488341","1","0.5031414501613177","0.23841059602649006","0.6535914416709119"
"70","0.33831791712047843","0.12994350282485875","0.828758206927779","0.3109186619120394","0.16709118695873662","0.6408558329088131","0.9992170722547896","0.9972266244057052","1","0.5118865681779589","0.3127865511971472","0.6403464085583291","0.9962127181611306","0.9921326692325108","1","0.5052640516216675","0.24299541518084564","0.6510443199184921"
"71","0.3442871494901494","0.13559322033898305","0.8345879556259905","0.3115129903209373","0.16709118695873662","0.6413652572592969","0.9993632689497716","0.9971134254018564","1","0.5101035829512651","0.3127865511971472","0.6372898624554254","0.9957693847581823","0.9917081729680779","1","0.5075564611988452","0.2445236882322975","0.6546102903718798"
"72","0.34082243707277987","0.12994350282485875","0.8330031695721077","0.3117677024961793","0.16709118695873662","0.6408558329088131","0.999084985396026","0.9971700249037808","1","0.5088300220750552","0.31023942944472743","0.6342333163525217","0.9959588597792427","0.9927835635046411","0.99830220713073","0.5053489556800815","0.24044829342842589","0.6591951095262354"
"73","0.3439038531747387","0.12429378531073447","0.8368236359520036","0.3127016471387332","0.16709118695873662","0.6428935303107488","0.9993066667785632","0.9973115236585918","1","0.5101884870096791","0.3087111563932756","0.6337238920020377","0.9956845228752743","0.9910289789449853","1","0.5034810663949737","0.23637289862455427","0.6510443199184921"
"74","0.3432908680766476","0.12429378531073447","0.8412383971021055","0.3126167430803192","0.16709118695873662","0.6423841059602649","0.9992830809834771","0.9974247226624405","1","0.5060281881473935","0.31023942944472743","0.6255731023942944","0.9960107479945751","0.9914534752094182","0.9985851726089418","0.500509424350484","0.23637289862455427","0.6530820173204279"
"75","0.3479874243369499","0.1271186440677966","0.8417760923703871","0.31227712684666326","0.16709118695873662","0.6413652572592969","0.999485898534657","0.9981039166855332","1","0.511886568177959","0.3087111563932756","0.6495160468670402","0.9965531065023333","0.9927835635046411","0.9988681380871534","0.500594328408898","0.2272032603158431","0.6479877738155884"
"76","0.3468172509572674","0.11299435028248588","0.841889291374236","0.31236203090507725","0.16709118695873662","0.6388181355068773","0.999485898534657","0.9981039166855332","1","0.510952623535405","0.3087111563932756","0.6434029546612328","0.9962646090457471","0.9923590672402083","1","0.500339616233656","0.22261844116148752","0.6556291390728477"
"77","0.3474430034678407","0.11864406779661017","0.8456814580031695","0.31227712684666326","0.16709118695873662","0.6408558329088131","0.9992736824338507","0.9977362761743067","1","0.5119714722363728","0.3127865511971472","0.6535914416709119","0.994898525227037","0.9921892687344351","0.9988681380871534","0.5016980811682799","0.2435048395313296","0.6556291390728477"
"78","0.34993940124077866","0.12994350282485875","0.8476907403214852","0.3130412633723892","0.16709118695873662","0.6449312277126846","0.9994859118810778","0.9983586144441929","1","0.5099337748344371","0.30973000509424353","0.6357615894039735","0.9957316837883096","0.9924439664930949","1","0.49999999999999994","0.22618441161487518","0.6607233825776873"
"79","0.3516922696769122","0.13559322033898305","0.8466153497849219","0.31372049583970113","0.16709118695873662","0.6423841059602649","0.9994953424621144","0.9987265112067014","1","0.510952623535405","0.31329597554763117","0.6464595007641365","0.9943098398444471","0.9915254237288136","0.9977362761743067","0.5039904907454575","0.23739174732552215","0.6535914416709119"
"80","0.3555155657242579","0.14124293785310735","0.8492472266244057","0.31338087960604516","0.16709118695873662","0.6418746816097809","0.9994057185762149","0.9981039166855332","1","0.5089149261334692","0.31227712684666326","0.6454406520631686","0.9950525511587532","0.9914534752094182","1","0.5007641365257259","0.22261844116148752","0.6673458991339786"
"81","0.35583956298658787","0.12994350282485875","0.8515678062033054","0.31363559178128714","0.16709118695873662","0.6403464085583291","0.9987595462678133","0.9962078333710663","1","0.5074715571404312","0.31023942944472743","0.6439123790117167","0.995547772777034","0.9919628707267376","1","0.49651893360502636","0.20173204279164544","0.6591951095262354"
