"Step","init_pct: 1 - train_acc(epoch)","init_pct: 1 - train_acc(epoch)__MIN","init_pct: 1 - train_acc(epoch)__MAX","init_pct: 1 - valid_acc(epoch)","init_pct: 1 - valid_acc(epoch)__MIN","init_pct: 1 - valid_acc(epoch)__MAX","init_pct: 0.5 - train_acc(epoch)","init_pct: 0.5 - train_acc(epoch)__MIN","init_pct: 0.5 - train_acc(epoch)__MAX","init_pct: 0.5 - valid_acc(epoch)","init_pct: 0.5 - valid_acc(epoch)__MIN","init_pct: 0.5 - valid_acc(epoch)__MAX","init_pct: 0.2 - train_acc(epoch)","init_pct: 0.2 - train_acc(epoch)__MIN","init_pct: 0.2 - train_acc(epoch)__MAX","init_pct: 0.2 - valid_acc(epoch)","init_pct: 0.2 - valid_acc(epoch)__MIN","init_pct: 0.2 - valid_acc(epoch)__MAX","init_pct: 0.1 - train_acc(epoch)","init_pct: 0.1 - train_acc(epoch)__MIN","init_pct: 0.1 - train_acc(epoch)__MAX","init_pct: 0.1 - valid_acc(epoch)","init_pct: 0.1 - valid_acc(epoch)__MIN","init_pct: 0.1 - valid_acc(epoch)__MAX","init_pct: 0.05 - train_acc(epoch)","init_pct: 0.05 - train_acc(epoch)__MIN","init_pct: 0.05 - train_acc(epoch)__MAX","init_pct: 0.05 - valid_acc(epoch)","init_pct: 0.05 - valid_acc(epoch)__MIN","init_pct: 0.05 - valid_acc(epoch)__MAX","init_pct: 0.01 - train_acc(epoch)","init_pct: 0.01 - train_acc(epoch)__MIN","init_pct: 0.01 - train_acc(epoch)__MAX","init_pct: 0.01 - valid_acc(epoch)","init_pct: 0.01 - valid_acc(epoch)__MIN","init_pct: 0.01 - valid_acc(epoch)__MAX"
"0","0.1304335521847408","0.1304335521847408","0.1304335521847408","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.09950192438306543","0.09950192438306543","0.09950192438306543","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06975099037917375","0.06975099037917375","0.06975099037917375","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.06508205998868138","0.06508205998868138","0.06508205998868138","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.0622524052065648","0.0622524052065648","0.0622524052065648","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.05084745762711865","0.05084745762711865","0.05084745762711865","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"1","0.16498754810957664","0.16498754810957664","0.16498754810957664","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1597803939325334","0.1597803939325334","0.1597803939325334","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1133276740237691","0.1133276740237691","0.1133276740237691","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06338426711941143","0.06338426711941143","0.06338426711941143","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.06847764572722127","0.06847764572722127","0.06847764572722127","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.04519774011299435","0.04519774011299435","0.04519774011299435","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"2","0.1664308354086484","0.1664308354086484","0.1664308354086484","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16294996604029885","0.16294996604029885","0.16294996604029885","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.14501980758347482","0.14501980758347482","0.14501980758347482","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.09111488398415393","0.09111488398415393","0.09111488398415393","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06338426711941143","0.06338426711941143","0.06338426711941143","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.04519774011299435","0.04519774011299435","0.04519774011299435","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"3","0.16161987774507583","0.16161987774507583","0.16161987774507583","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16425175458455965","0.16425175458455965","0.16425175458455965","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1594510469722694","0.1594510469722694","0.1594510469722694","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.11799660441426146","0.11799660441426146","0.11799660441426146","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06508205998868138","0.06508205998868138","0.06508205998868138","0.046357615894039736","0.046357615894039736","0.046357615894039736","0.06779661016949153","0.06779661016949153","0.06779661016949153","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"4","0.16201607425854653","0.16201607425854653","0.16201607425854653","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16430835408648403","0.16430835408648403","0.16430835408648403","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15803621958121108","0.15803621958121108","0.15803621958121108","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1414827391058291","0.1414827391058291","0.1414827391058291","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.07866440294284098","0.07866440294284098","0.07866440294284098","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.08192090395480225","0.08192090395480225","0.08192090395480225","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"5","0.16597803939325334","0.16597803939325334","0.16597803939325334","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16730812768847633","0.16730812768847633","0.16730812768847633","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16086587436332767","0.16086587436332767","0.16086587436332767","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.14714204867006225","0.14714204867006225","0.14714204867006225","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.09734012450481042","0.09734012450481042","0.09734012450481042","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.08192090395480225","0.08192090395480225","0.08192090395480225","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"6","0.16784582295675798","0.16784582295675798","0.16784582295675798","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16787412270772017","0.16787412270772017","0.16787412270772017","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1590265987549519","0.1590265987549519","0.1590265987549519","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1488398415393322","0.1488398415393322","0.1488398415393322","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.10922467458970006","0.10922467458970006","0.10922467458970006","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.07627118644067797","0.07627118644067797","0.07627118644067797","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"7","0.16490264885669007","0.16490264885669007","0.16490264885669007","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16187457550373557","0.16187457550373557","0.16187457550373557","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16029994340690434","0.16029994340690434","0.16029994340690434","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15619694397283532","0.15619694397283532","0.15619694397283532","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1279003961516695","0.1279003961516695","0.1279003961516695","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.0903954802259887","0.0903954802259887","0.0903954802259887","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"8","0.16447815259225718","0.16447815259225718","0.16447815259225718","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.163119764546072","0.163119764546072","0.163119764546072","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16411997736276174","0.16411997736276174","0.16411997736276174","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15251839275608375","0.15251839275608375","0.15251839275608375","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1380871533672892","0.1380871533672892","0.1380871533672892","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06497175141242938","0.06497175141242938","0.06497175141242938","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"9","0.16425175458455965","0.16425175458455965","0.16425175458455965","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16425175458455965","0.16425175458455965","0.16425175458455965","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16511035653650255","0.16511035653650255","0.16511035653650255","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15336728919071874","0.15336728919071874","0.15336728919071874","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.14431239388794567","0.14431239388794567","0.14431239388794567","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.08757062146892655","0.08757062146892655","0.08757062146892655","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"10","0.16227077201720624","0.16227077201720624","0.16227077201720624","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16402535657686212","0.16402535657686212","0.16402535657686212","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.1658177702320317","0.1658177702320317","0.1658177702320317","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15959252971137522","0.15959252971137522","0.15959252971137522","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.14997170345217883","0.14997170345217883","0.14997170345217883","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06497175141242938","0.06497175141242938","0.06497175141242938","0.046357615894039736","0.046357615894039736","0.046357615894039736"
"11","0.16246887027394158","0.16246887027394158","0.16246887027394158","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16600633914421553","0.16600633914421553","0.16600633914421553","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.15789473684210525","0.15789473684210525","0.15789473684210525","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.155631013016412","0.155631013016412","0.155631013016412","0.16709118695873662","0.16709118695873662","0.16709118695873662","0.06779661016949153","0.06779661016949153","0.06779661016949153","0.046357615894039736","0.046357615894039736","0.046357615894039736"
