"Step","model_name_or_path: bert - train_auroc(epoch)","model_name_or_path: bert - train_auroc(epoch)__MIN","model_name_or_path: bert - train_auroc(epoch)__MAX","model_name_or_path: bert - valid_auroc(epoch)","model_name_or_path: bert - valid_auroc(epoch)__MIN","model_name_or_path: bert - valid_auroc(epoch)__MAX","model_name_or_path: cnnlstm - train_auroc(epoch)","model_name_or_path: cnnlstm - train_auroc(epoch)__MIN","model_name_or_path: cnnlstm - train_auroc(epoch)__MAX","model_name_or_path: cnnlstm - valid_auroc(epoch)","model_name_or_path: cnnlstm - valid_auroc(epoch)__MIN","model_name_or_path: cnnlstm - valid_auroc(epoch)__MAX","model_name_or_path: bilstm - train_auroc(epoch)","model_name_or_path: bilstm - train_auroc(epoch)__MIN","model_name_or_path: bilstm - train_auroc(epoch)__MAX","model_name_or_path: bilstm - valid_auroc(epoch)","model_name_or_path: bilstm - valid_auroc(epoch)__MIN","model_name_or_path: bilstm - valid_auroc(epoch)__MAX"
"10","0.5040354146186748","0.4984027303122698","0.5104250829022172","0.5481888837209633","0.4744377347309376","0.6766355406468311","0.8978915379413629","0.6160081373447259","0.9909405901100655","0.792799811067408","0.580228701000708","0.9083124309185976","0.9054081734955476","0.6604472854140587","0.989163035442787","0.7811955708997629","0.5258632958532504","0.908551079354735"
"11","0.5004032554118701","0.48274892317427404","0.5113354172437933","0.5535420883286194","0.47460024320284994","0.6915703241171604","0.9182182504766873","0.6838178970563482","0.9941378433122657","0.7938470025988362","0.5877457502489668","0.9043688227957336","0.9202923713574899","0.6889821495815717","0.9921494707838834","0.7861552498536936","0.5285806916170904","0.9104387520738672"
"12","0.5016848607560226","0.49531096955254306","0.5106724088087873","0.5585865543421217","0.4748238060701538","0.7056963988784895","0.9204546698078949","0.6533571991335613","0.9966914624820843","0.7915902789401779","0.5917267984866911","0.9023950343684098","0.9367220425776637","0.751054142336542","0.9938966503774534","0.7828552161368229","0.5285489687764107","0.9061677183310071"
"13","0.5070384328778844","0.493537751121921","0.5584041587631418","0.5637272461920426","0.4750197873493566","0.7198192869203369","0.9370553960923371","0.7235271668173189","0.9975991617815506","0.7954772610548281","0.5943007415783196","0.9014033746688699","0.9471530022074992","0.7900760842418437","0.993689315576069","0.7882991377348905","0.5285990466890769","0.9043087573294882"
"14","0.5047774476498005","0.48937799078696104","0.530034037559508","0.5684991428342553","0.47527291495956736","0.7329267430867222","0.9435176412529299","0.7350753161864004","0.9980378057754625","0.799800638197623","0.5969486141748644","0.9040426897133093","0.9560704938086818","0.8045038120244099","0.9959777953664529","0.787166886757715","0.5300083942768844","0.8984923488041111"
"15","0.4960788568685732","0.4607036422496556","0.5072415330319208","0.5730941827461408","0.4753769442309707","0.7453042936681572","0.9505681574659183","0.758756107795417","0.9984116855764901","0.7992422428976989","0.6026198133446169","0.9008840505292017","0.9641657935448228","0.8361455823505785","0.9969561352567128","0.7886147423198779","0.5326827642738506","0.8979219905534371"
"16","0.49710124587561433","0.48823894675327856","0.5041518210059422","0.5779104481965068","0.475570996316028","0.7582577878134086","0.9554032910055491","0.7861402089795545","0.9989704340680565","0.801554920614338","0.6083913420136844","0.9033509333392385","0.9663346547794222","0.8415041019788312","0.9979734111700659","0.788996180211634","0.5355025164924444","0.9029842575731696"
"17","0.5009306516444347","0.4857298261454039","0.5166999943719727","0.5820096285681545","0.4756685942628607","0.7683721007001307","0.9615666101105177","0.8059937599800707","0.9991953047262222","0.802014992371279","0.6111842941882252","0.8993027821158734","0.9697282351651335","0.8546575518925059","0.9986277625973371","0.7879412647190014","0.5422004818210922","0.9038259773325635"
"18","0.4986247876593221","0.496400177629299","0.5017424858617602","0.5861820332789334","0.4759000801965405","0.778697461765205","0.9696984610136599","0.8428795333015769","0.9994535069571951","0.8034726824567405","0.6119798594326161","0.8940548654273418","0.9763488014189515","0.8773132895780381","0.9986397402818757","0.7957982046230105","0.553262803390322","0.905391478902864"
"19","0.5031416526667076","0.49246003620566703","0.5115468341840761","0.5897962072618633","0.4760796141568037","0.7867784400709557","0.9714730906526584","0.8437559107093423","0.9997374390517161","0.8047699415996571","0.6146482989423624","0.9006913782382312","0.9811038460303251","0.9012880883032514","0.9988641763071886","0.7938528770697069","0.5585332261018043","0.9015360409160382"
"20","0.49830461286723077","0.489454248117905","0.5030098188151325","0.593631622876199","0.47628491603517564","0.7952823660623037","0.9772992419032849","0.8744597031854832","0.9998091158571998","0.8050987152751472","0.6176698030944825","0.9028806389077774","0.9815420707715689","0.8997103296455795","0.9990426627421423","0.7960534325943459","0.5557321293975944","0.9007328553741525"
"21","0.5075094389915534","0.4949636534442287","0.5230095477005918","0.5970718469282844","0.4765157600241296","0.8014217534238869","0.9801629562170106","0.8881607441314658","0.999904387336104","0.8064224288128318","0.6192858612159517","0.9014546126473707","0.9870125887131795","0.9274156942206555","0.9992308028043161","0.7957100734578946","0.5700325722647804","0.9003166344199808"
"22","0.5017029162003666","0.4928189073569184","0.5085710448492028","0.6004570862606751","0.4768073714325783","0.8075646034505909","0.9827950641181799","0.9044430141532858","0.9999428181541861","0.8068563760581425","0.621083950596803","0.900530331980662","0.9879450251292562","0.9310137881924718","0.9995362293182007","0.7978807150392192","0.5742685800523597","0.904610166349038"
"23","0.5001697599156013","0.4847316611452411","0.533432380646839","0.6033212843941275","0.47711047173381527","0.8124223926953796","0.9855151920750388","0.9188478837561701","0.9999915279874959","0.8061987638810418","0.6247489485534943","0.9008113814455503","0.9919145566432238","0.9541656713059399","0.9997238610017593","0.7984143518709202","0.589487779222534","0.9013146386656747"
"24","0.4993362867404683","0.49433769235276936","0.5021411534469092","0.6064058360411352","0.47732047730869304","0.8181661902024754","0.9865842737880012","0.9297412027187062","0.9999980519824225","0.8096619441283766","0.6258577855014029","0.8955743489859255","0.9944577829060085","0.9702414896433034","0.9997715115256655","0.8019552563824334","0.5928134899330039","0.9069743507974214"
"25","0.4893065945112905","0.44103364144213336","0.5075545852751064","0.6090158497087641","0.47768345652085853","0.8214645026358056","0.9882928806357444","0.9345421030299684","0.9999982048708503","0.8075570825712833","0.6277301558317426","0.8986757727761873","0.9951472405860639","0.9725749775756801","0.99991583009346","0.8039777697599891","0.6093096612642476","0.9087870078407206"
"26","0.4991720267503406","0.48908757925155877","0.5175843117511211","0.6098367544293851","0.47807639734849966","0.813307056485756","0.9916327045670704","0.9515658181120609","0.9999952169818851","0.8114737393023391","0.6316464460794882","0.8976409645792777","0.9961247330490632","0.9779841964050956","0.9999838334104347","0.8033834661861302","0.6064891218421828","0.9075192802938227"
"27","0.5011914474264856","0.4948301717986472","0.515792625538667","0.6022125603013198","0.4785058999629987","0.7559043773349524","0.9921448328245099","0.9536813987113925","0.9999999614083185","0.8113863824111355","0.6327266383354749","0.8978809219724945","0.9979075331117268","0.9888075313638603","0.9999015058870243","0.8101519694983185","0.6225789141553212","0.9089883924758136"
"28","0.5063384120001683","0.49827849510441524","0.5138417328379615","0.5956052603486758","0.47893163964377755","0.7214836303763703","0.9922619329624739","0.9539355197149365","1","0.8113318773478425","0.6360272370755693","0.8977851400997321","0.9971280171346898","0.9836309642730563","0.9999887442071925","0.805291290608286","0.6166290195126786","0.9038337717496284"
"29","0.5300946040054467","0.476513114319068","0.7018097293692177","0.6141014142919332","0.4793620587928628","0.8023207440386213","0.9942458763320573","0.9659425603561527","0.9999998861685521","0.8134253126150414","0.6391337584610567","0.8980324810073274","0.9992708290688559","0.9966267015042908","0.9999744316232394","0.8027957227890271","0.6052661231124002","0.9056426758528892"
"30","0.5464321845817364","0.49143858102544374","0.8027568839679935","0.6209092926464175","0.4798209297773211","0.8304023588560628","0.995638307987121","0.9740559410317111","1","0.8128213182854528","0.6408871497435885","0.9005997512969953","0.9995843326612297","0.9982827701535172","0.9999758269561023","0.8060744718803386","0.6181300873600118","0.9041052482735029"
"31","0.553188147371526","0.4904641210049372","0.8353490043882337","0.6245301382783736","0.4802617282986965","0.840387005363663","0.9971604407787525","0.9832017488294126","1","0.8125580917256155","0.6426119623073033","0.8952007400440101","0.9997660102046643","0.9991584368884109","0.9999882268050109","0.8058227204159679","0.6187100539821672","0.9046350843061743"
"32","0.5599799486645937","0.48830449222471817","0.8536514112119113","0.6281671659066644","0.4807631959161694","0.8511473136530537","0.99810147947548","0.9889271016575379","0.999996702369018","0.8136660232142984","0.6458862541537077","0.8956371531009278","0.9997352610684785","0.999016494386772","0.9999851750364145","0.8066214751785145","0.6202322891992975","0.904746865400672"
"33","0.5560084507035229","0.48086359989626287","0.8674376257695696","0.6311246706407632","0.48131376522604513","0.8592111034432967","0.9987539816480108","0.9927205809082152","1","0.8143357510902303","0.6483082128439605","0.8972991119512604","0.9998410671873227","0.9996788085364322","0.9999980754101422","0.8037975250440321","0.6129378288961551","0.9026830931198305"
"34","0.5608881543670028","0.47791278559001066","0.8775815295940973","0.6341043702106112","0.4818802119037386","0.8665795742299799","0.9987284482457727","0.9926047360511162","1","0.814513948485151","0.6511438917972444","0.8955187127639873","0.9999049256406104","0.999714742782354","1","0.8070198255752953","0.6112324022650754","0.9076776388327058"
"35","0.5662838661685282","0.48687782313176514","0.8851466930793013","0.6368099722176723","0.4824404221370259","0.8721928324936882","0.9992006712335496","0.9953892735408983","1","0.8141274691985827","0.6515937397091284","0.8971883059957179","0.9998670504769539","0.9996762744339588","1","0.8055420836011323","0.6163032756476612","0.9024867150755754"
"36","0.5757164364517963","0.49841273664369096","0.8937305564711854","0.6394221394498469","0.4831351931202204","0.8774308372350067","0.9995349565822128","0.9973593536631423","1","0.814151440769463","0.6512033961916343","0.8974382422656985","0.9998867892910394","0.9997094620093877","1","0.809017834911871","0.6277606848482379","0.905082138312452"
"37","0.567146917364718","0.49365547386517616","0.9009560325859448","0.6416321832432118","0.4837793653122777","0.8811799874830392","0.9995120361142349","0.9972013279291027","1","0.8133641465937923","0.6544173840664022","0.8921408744532379","0.9998899561154114","0.9997954423757126","1","0.809413203646869","0.6349218304948633","0.9047270395286414"
"38","0.5644576424263883","0.48853440580769286","0.9064554801357682","0.6439814958254436","0.4844261566496477","0.8849582689603794","0.999727817532316","0.9984425110643342","1","0.8150475057880605","0.6534274929083228","0.8942528651075254","0.9999233207340671","0.9998301260685154","1","0.8086716431926856","0.6366798450318121","0.902330660886339"
"39","0.5662537893445304","0.4908569754609435","0.913054140979502","0.6460353956095629","0.4850894516950713","0.8871841867996917","0.9999490585753058","0.9997843272260104","0.9999998054459568","0.814375249112401","0.6544638167167914","0.8974418641856093","0.9999120808584333","0.9997651113561744","1","0.8100785780856053","0.6360527054891887","0.9043174196891025"
"40","0.5716258248247431","0.48547280515917496","0.9173170841192922","0.6474849892151476","0.4857282320925495","0.886633925646799","0.999909026768052","0.9996183776104101","1","0.8147668811023006","0.6541465360727464","0.8956771324290228","0.9999385355344064","0.9998248495915208","1","0.8083048099712168","0.6342561206094686","0.902906527692628"
"41","0.5716651302628172","0.4919816873774045","0.9213037239577236","0.6495445969884431","0.4862818678461438","0.8896355827104409","0.9999838711036698","0.9999523729811886","1","0.8141401722633227","0.6584922041233687","0.8978442341238871","0.99994642102275","0.999890290673417","1","0.8054576387389808","0.6315904156023785","0.8999138184395005"
"42","0.5798784590258604","0.4974649484363667","0.9249634907086378","0.6512858464595402","0.486877570205205","0.8911463780742467","0.9999640413814345","0.9998997357136005","1","0.8149997620922327","0.6571753492370799","0.8966910128001078","0.999930891640401","0.9998263301878741","1","0.8068209338007094","0.6289221988672221","0.9065028542699354"
"43","0.5707121178945932","0.4942774109684483","0.9290087207238087","0.6529215842290287","0.4875049282633019","0.8930049242707959","0.9999602074168171","0.9998872815870025","1","0.812428228458597","0.6556422089056116","0.8902765690302817","0.9999311168234302","0.9998604899821218","1","0.8059267322166166","0.6279608739689042","0.9052871061244963"
"44","0.5692078145610143","0.47754744773085794","0.9318097323858904","0.6538800836079356","0.48813894971883487","0.8906898782330718","0.999937005385445","0.9998143197028159","1","0.8135803440601487","0.6611731189274348","0.8966788402491521","0.9999469988457618","0.9998911475138982","1","0.8082523166330507","0.6278094714204264","0.9055979175170702"
"45","0.5644140760944971","0.47305197677926003","0.9348731960906572","0.6559947155538368","0.48873072509765286","0.8948248414067549","0.9999860071513148","0.9999539135647102","1","0.8144943505684998","0.6601263268497337","0.8963583923408227","0.9999505685817445","0.9998517828690482","1","0.8081082349857728","0.6275257676377187","0.906986841108458"
"46","0.5706453949113104","0.490682793433544","0.9369241387816055","0.6572927025222207","0.4893728944246772","0.8947893965233279","0.999988367782298","0.9999470481804164","1","0.8124187792578444","0.6578789099500802","0.8898454795814742","0.9999519332183416","0.9998196933867557","1","0.8080287044887866","0.6279158083341738","0.9044667915572794"
"47","0.5722373515881866","0.4938435884760122","0.9399045279308038","0.6585792757469972","0.49002836102397085","0.8951409170693879","0.9999743964786768","0.9999041379870376","1","0.8130023640371368","0.6594854721644298","0.8917920759479773","0.9999378282147209","0.9998494428533705","1","0.8093437980252012","0.6284673751127237","0.905745144600417"
"48","0.5679062920637178","0.46498117742454315","0.9414177747470157","0.6601069127003488","0.4906498496603732","0.8960656817472605","0.999974014978165","0.9999101365316228","1","0.8138392326647387","0.660237373641132","0.8913262534254236","0.9999617599234716","0.9999043203559229","1","0.8079652257283186","0.6294973637415756","0.9025740076662893"
"49","0.5705036385751139","0.48595693030436077","0.9441015663244339","0.6615729012759467","0.49134595728790414","0.8974904418948233","0.9999901261061698","0.999963858396325","1","0.8151638130630573","0.6599056394603874","0.8946135526438806","0.9998917992450806","0.9996150162116687","1","0.8074941299734109","0.6292443080651036","0.9037013485151631"
"50","0.5731989177759914","0.4922403071679198","0.9456222207886805","0.6625511087393651","0.4919538744530214","0.897409407925557","0.9999784591962572","0.9999464266152654","1","0.8147529160435605","0.6624121548475864","0.8932950847536333","0.999950358758559","0.9998674616815891","1","0.8054479135268778","0.6277041711851054","0.8995179574578985"
"51","0.5748233816992298","0.49768498047469295","0.9469345697295101","0.6635361845639487","0.4926116168675374","0.8991018349474733","0.99996686730317","0.9999025604666896","1","0.813690742496887","0.66310012954169","0.8870169651368126","0.9999622518490229","0.9999001651547395","1","0.8060647102593556","0.6266790391223588","0.9018353456245412"
"52","0.5699456610643947","0.47143067831209917","0.9492137969534175","0.664351563293098","0.49326436461793505","0.8980648252475856","0.999959897128767","0.9998652264823314","1","0.8128220353921464","0.6597278927193316","0.8885600919968338","0.9999533099156652","0.9998901508154971","1","0.8071188185034771","0.6262683672117509","0.902600314658207"
"53","0.5729681024764036","0.49414949141908676","0.9497294987326547","0.6651368202719813","0.49379876674411616","0.89969998406242","0.9999816801777005","0.9999334717831209","1","0.8143754240337464","0.657113813249036","0.8936482869575996","0.9999327498832207","0.9998635237730586","1","0.8081800412914347","0.6257410089222732","0.90208351058381"
"54","0.5735243045611839","0.49250379297735836","0.9521431270995192","0.6636671548933455","0.494412631243414","0.8994375995690769","0.9999950798879023","0.9999807447554256","1","0.81386755546492","0.6604929983957742","0.8892037203275671","0.9999360523591886","0.9998609042971855","1","0.8072926790094997","0.6250930066179146","0.9037645081878932"
"55","0.5755254021103434","0.4913727633258278","0.9534949559681887","0.660286337295758","0.49502952416683504","0.8989783730872186","0.9999811208263628","0.9999034627221847","1","0.813916869708482","0.6611531597755081","0.8923193582558477","0.9999601207985909","0.9998982197847064","1","0.8064917575296576","0.6246339642131297","0.9027557440470274"
"56","0.5748654040124288","0.4941263099712098","0.9551548872045293","0.6571896924082143","0.49557728927473227","0.9004636893082306","0.9999898486399411","0.9999406780457504","1","0.8146797076837342","0.6599105680608534","0.8931248561402692","0.9999665956791784","0.9999030911665469","1","0.8061025677855623","0.6246207168572102","0.902930002427607"
"57","0.5697743871352622","0.4756506875066701","0.9554912637272176","0.6565821798548889","0.4960819111849965","0.8999424032910056","0.9999881402846093","0.9999299240168092","1","0.8136383157914503","0.6608878049760292","0.8932271441639625","0.9999400546117526","0.9998863239191579","1","0.8054590544587579","0.6250885059796966","0.9034392876186113"
"58","0.5841158950409592","0.4957669795187205","0.9571456187844752","0.6556830624913693","0.4965732184013076","0.899937537079332","0.9999923933673699","0.9999544428173622","1","0.8126665417660365","0.6615812142875738","0.8905037849738173","0.999955384564612","0.9998642066219228","1","0.8041219512701646","0.6261602861111705","0.8986803459152782"
"59","0.5804416323092568","0.4908896720935593","0.9583803537410239","0.6501715347941497","0.49705931256110597","0.9005683864245166","0.9999613907698901","0.999822629149425","1","0.8144124544011723","0.6613145388115292","0.8935874937779785","0.9999634181015254","0.9998958818827296","1","0.8053422577131261","0.6270015548741096","0.9045802247904504"
"60","0.5930893735317321","0.47636139358181717","0.9594424993893386","0.652738783352885","0.4975623000435625","0.8995248461603339","0.9999901047675616","0.9999547872078568","1","0.813601155992982","0.6588818067813421","0.8936089742651209","0.9999629050222584","0.9998898649551641","1","0.8040969666555381","0.6277642601485071","0.8986821921120945"
"61","0.6061938547457443","0.487469667242004","0.960782798298804","0.6610363652716948","0.49802937329643115","0.8993329861576892","0.9999868075901582","0.9999262921357945","1","0.8129445002906039","0.6581039595519002","0.892971944258497","0.9999513952731021","0.99990532395713","1","0.8068730260236774","0.6277018396980107","0.9052501380945136"
"62","0.6143433610654425","0.4921953824468012","0.9616606210666906","0.6679563941121724","0.4985153566727765","0.8994180187877703","0.9999857213666402","0.999922512990735","1","0.8127529457216839","0.660057489738448","0.8915738361253019","0.9999557198322101","0.9999059271778963","1","0.8057339697796225","0.6275556890490545","0.902100639832914"
"63","0.6225194068577203","0.48509298133756085","0.9622535723635339","0.6723296397399142","0.4989981815205525","0.8998347915494963","0.999943865107674","0.9997496102178746","1","0.8135563054583148","0.6626438122274149","0.8929278124930494","0.9999628226297617","0.9998900770620675","1","0.8048081141386071","0.6273552261765918","0.9021088335633739"
"64","0.6303036299078393","0.49141662035822065","0.9633687213778969","0.6742148868581935","0.4994745579912246","0.8996406403994008","0.9999400779704288","0.9996701105580179","1","0.8127230664310393","0.6636413304705139","0.8882235953675347","0.9999615135112058","0.9999043033968777","1","0.8060370857389895","0.6270223116460055","0.9030546692150866"
"65","0.623924747884007","0.4715500240827537","0.9639364495763011","0.6755440943972726","0.49991365906303487","0.8987760030649549","0.9999607358851114","0.9998046252768221","1","0.8130809677252286","0.6627660551714083","0.8888961675208463","0.9999480974042984","0.9998602041006249","1","0.8055361281616472","0.6267647443100457","0.9025089596687833"
"66","0.6355372533054934","0.500054099979899","0.9650956752586755","0.676641358279702","0.5002852482178536","0.8981011799183692","0.9999656733309698","0.999837769319294","1","0.813440209007315","0.6606531979614323","0.8890454625147305","0.9999631308312943","0.9999087425377365","1","0.8017752574075793","0.6265071467758716","0.9022037242794818"
"67","0.6252859280053316","0.4719302707966551","0.9654652342349036","0.6780026899044831","0.5006389134296064","0.8991434234848404","0.9999838965664093","0.9999345715081532","1","0.813083211114847","0.6589062657160557","0.8877728142131504","0.999975266982596","0.9999292821869855","1","0.8057105275148011","0.6263802512834858","0.9021252360845112"
"68","0.6337335352694398","0.4893576658871042","0.9657311361096558","0.678946723950763","0.5010459081779378","0.8979196161358375","0.9999887440203054","0.9999449652804726","1","0.8132855913072059","0.6594035268647467","0.8866758452832117","0.9999617506085983","0.999932859726833","1","0.8073466733452929","0.6269224562602832","0.8995355567895605"
"69","0.6344741549973358","0.46895912126065986","0.9673569671093961","0.6803498179285855","0.501403195263277","0.8987681207885055","0.9999889423059232","0.9999350331014004","1","0.814228341750492","0.6617590548893538","0.8895028313293162","0.9999574727114277","0.9998755519071781","1","0.8073822084156873","0.6274955504938694","0.9015330673649841"
"70","0.6339967000771479","0.47333715313357216","0.9675329344699674","0.6815729619596375","0.5018510943439095","0.8983414502744075","0.9999929645932384","0.9999640378186906","1","0.8125755763697279","0.6639813027543081","0.8856708277469406","0.999980321864367","0.9999417847562685","1","0.8075576904481937","0.6280878332135139","0.904573620017"
"71","0.6363128899734178","0.4828770767582761","0.9688045766323063","0.6821464051343998","0.5022381891515918","0.8966593322772566","0.999990675084451","0.9999708569348805","1","0.8144574056673992","0.6646082082918738","0.8878481330098517","0.9999523930519564","0.9998627123490796","1","0.808674280625164","0.6284400008079019","0.9021748967108524"
"72","0.6388248252016012","0.48575273522145507","0.968998224901659","0.6836311739512664","0.502588873371843","0.898686263770074","0.9999887358503061","0.999967963401752","1","0.8138648056013769","0.6636451909113402","0.8879581704605909","0.9999760524676137","0.9999332504015377","1","0.8061460043589999","0.6270312161396676","0.8983898941579587"
"73","0.6422070733481562","0.496105810735981","0.9693085897169803","0.6843526736948232","0.5028556233837197","0.8971911497905655","0.9999791595325854","0.9998815300500986","1","0.8137873821894798","0.6618189691932675","0.8860661200409782","0.9999739742461456","0.9999288530362535","1","0.8066335348452034","0.6240017011845788","0.9020510521900041"
"74","0.6485242245985858","0.49855633974183844","0.9704541559149528","0.6854564171484947","0.5031616228465057","0.8975270231240057","0.9999821088143926","0.9999333473512172","1","0.8147288254940311","0.6612301263349337","0.885863018073497","0.9999632491332827","0.9998393490299277","1","0.8046898835587735","0.6264402129290866","0.9007419827644588"
"75","0.6447302405373134","0.49578479733595415","0.9708991626744495","0.685837555141836","0.5034996790131053","0.8961897840170895","0.9999876962766221","0.9999455800021902","1","0.8162562100101206","0.6621434654810407","0.8902304500027937","0.9999765160079096","0.9999314814659025","1","0.8045106795262894","0.6242786343488593","0.8992662330259624"
"76","0.6450600803734693","0.49526055533658697","0.9711846089846148","0.6867378118355335","0.5038355912012956","0.8964319353113065","0.9999874590756633","0.9999263461613243","1","0.8168476681459116","0.6640805737625483","0.894793764668082","0.9999713741757139","0.9999408153904837","1","0.8028289062251562","0.6205521721693161","0.9001057331593949"
"77","0.641939151073566","0.47936619536235914","0.9711111239979027","0.6878887236772427","0.5041652220547502","0.896848545146025","0.9999824180643868","0.9999245101046815","1","0.8157016373936825","0.6651654976234892","0.8937162869811738","0.999949457129182","0.9998958269895759","1","0.8036716911690828","0.6180398474243107","0.8989172505496442"
"78","0.6367448901346083","0.48162400958212664","0.9721219809970602","0.6884716184770606","0.5044678015007614","0.8969525632677927","0.9999942272167316","0.9999673842388411","1","0.8141572072003775","0.665317377660809","0.8924057310276985","0.9999730040412708","0.9999256084596957","1","0.8012281759172839","0.6125306647788377","0.9006981362780765"
"79","0.6465137157592168","0.4937527097376253","0.9722246250612395","0.6890956490224571","0.5047903936379077","0.8968240091204659","0.9999954861580617","0.999982931074806","1","0.8144403733603962","0.6637997610907264","0.8930331645726666","0.9999170563197309","0.9998312477323038","0.9999957428937322","0.8009086669177489","0.6095957734002878","0.8991911613528242"
"80","0.6517502154940882","0.49829285255257044","0.9729813969289506","0.6897918747918373","0.5050956976705995","0.8953845273923396","0.9999915512131059","0.9999597157500117","1","0.8125077419796773","0.6605233561294567","0.8921897209126239","0.9999718474830143","0.999918560782943","1","0.8021332496936013","0.608573727369861","0.9016298222271465"
"81","0.6417022682503553","0.4784979425152079","0.9735923247202024","0.6903194716124057","0.5054091406503057","0.8953806835221396","0.9999784442800368","0.9999125614500132","1","0.8116587717930742","0.6594439704995511","0.8902623869941307","0.9999596483838674","0.9999188511063289","1","0.8032813578454013","0.6077891627633168","0.9015905478914003"
"82","0.647667135611032","0.49294414220280847","0.9734896819505175","0.6908016169997482","0.5056850403617535","0.8943714522747735","0.9999604404737902","0.9998131764672554","1","0.812427444740794","0.6606197367570338","0.89256992386632","0.9999835216249578","0.9999347319535813","1","0.8036407885762956","0.613434877133182","0.9003295583723995"
